Models,Ability
LinearRegression,0.4914115970000001
BayesianRidge,0.48459786625
SVR,0.5119387359999998
SVR.1,0.593391893
KNeighborsRegressor,0.5468467537499999
DecisionTreeRegressor,0.56450145275
RandomForestRegressor,0.61651319575
AdaBoostRegressor,0.5730433199999999
MLPRegressor,0.5809133854999999
MLPRegressor.1,0.56712928175
Average,0.45119072024999995
Optimal,0.6163371835000003
Worst,0.42028607775
