Models,Ability
LinearRegression,0.4923936819999997
BayesianRidge,0.4832449225000001
SVR,0.46888890549999995
SVR.1,0.5090844360000002
SVR.2,0.5156629204999998
SVR.3,0.5068630315000001
SVR.4,0.5271495540000002
SVR.5,0.5035693880000001
SVR.6,0.5277498419999997
SVR.7,0.4952231827499999
SVR.8,0.5083561000000004
SVR.9,0.501704634
SVR.10,0.5212614825000002
SVR.11,0.4924713602499999
SVR.12,0.4904001990000001
SVR.13,0.5115527157499998
SVR.14,0.47068482200000006
SVR.15,0.30633618650000005
SVR.16,0.2664399862500001
SVR.17,0.278651049
SVR.18,0.2467212962500001
SVR.19,0.25835275599999996
KNeighborsRegressor,0.49966495275000006
KNeighborsRegressor.1,0.5005774550000002
KNeighborsRegressor.2,0.49035011650000004
KNeighborsRegressor.3,0.48635743099999995
KNeighborsRegressor.4,0.49969522250000004
KNeighborsRegressor.5,0.4955171707499998
KNeighborsRegressor.6,0.48387818549999995
KNeighborsRegressor.7,0.51721594725
KNeighborsRegressor.8,0.487855676
KNeighborsRegressor.9,0.5161349430000001
KNeighborsRegressor.10,0.49979613624999997
KNeighborsRegressor.11,0.5156456755000001
KNeighborsRegressor.12,0.5148802065000002
KNeighborsRegressor.13,0.5065767380000001
DecisionTreeRegressor,0.5000237024999998
DecisionTreeRegressor.1,0.5078757739999997
DecisionTreeRegressor.2,0.47692212775
DecisionTreeRegressor.3,0.5277661424999999
DecisionTreeRegressor.4,0.48610139499999994
DecisionTreeRegressor.5,0.524017666
DecisionTreeRegressor.6,0.4901666607499999
DecisionTreeRegressor.7,0.49760323500000003
DecisionTreeRegressor.8,0.4977912937499999
DecisionTreeRegressor.9,0.5014846705
DecisionTreeRegressor.10,0.49400799399999984
DecisionTreeRegressor.11,0.47190550600000014
DecisionTreeRegressor.12,0.46207366325
DecisionTreeRegressor.13,0.49403097499999993
RandomForestRegressor,0.5183866119999999
RandomForestRegressor.1,0.5016079662500001
RandomForestRegressor.2,0.4949237932500001
RandomForestRegressor.3,0.5197157422500001
RandomForestRegressor.4,0.5406634465000002
RandomForestRegressor.5,0.5130661977500004
RandomForestRegressor.6,0.4986690767499999
RandomForestRegressor.7,0.5108458660000001
RandomForestRegressor.8,0.5295384107500001
RandomForestRegressor.9,0.49553237699999986
RandomForestRegressor.10,0.49791805925000004
RandomForestRegressor.11,0.5116610512500002
RandomForestRegressor.12,0.4954388584999999
RandomForestRegressor.13,0.5362283204999998
RandomForestRegressor.14,0.47232284525
RandomForestRegressor.15,0.47979584425000005
RandomForestRegressor.16,0.49831676299999994
RandomForestRegressor.17,0.49719104225000016
RandomForestRegressor.18,0.4940503269999999
RandomForestRegressor.19,0.5019873945000002
AdaBoostRegressor,0.49822763374999984
AdaBoostRegressor.1,0.50458478525
AdaBoostRegressor.2,0.44883569800000006
AdaBoostRegressor.3,0.4847333105000001
AdaBoostRegressor.4,0.52457899
AdaBoostRegressor.5,0.4697681634999998
AdaBoostRegressor.6,0.5054717362499999
AdaBoostRegressor.7,0.4802179982500001
AdaBoostRegressor.8,0.47196665099999996
AdaBoostRegressor.9,0.5368515227499998
AdaBoostRegressor.10,0.4902250632499999
AdaBoostRegressor.11,0.4958662725
MLPRegressor,0.5032796367499998
MLPRegressor.1,0.5455917784999998
MLPRegressor.2,0.529024559
MLPRegressor.3,0.5269746504999999
MLPRegressor.4,0.46863751050000013
MLPRegressor.5,0.4775477685
MLPRegressor.6,0.5020410745
MLPRegressor.7,0.49088972249999996
MLPRegressor.8,0.4954427697499999
MLPRegressor.9,0.50468961
MLPRegressor.10,0.4995893385000002
MLPRegressor.11,0.48029223599999993
MLPRegressor.12,0.48080146125
MLPRegressor.13,0.47487289799999993
MLPRegressor.14,0.5273932484999999
MLPRegressor.15,0.5153964885000002
Average,0.5406743460000001
Optimal,0.6505133162500002
Worst,0.262115806
