Models,Ability
LinearRegression,0.53460205825
BayesianRidge,0.5176897645
SVR,0.52159441225
SVR.1,0.5909601422499999
KNeighborsRegressor,0.5573444405
DecisionTreeRegressor,0.53065198675
RandomForestRegressor,0.55188437475
AdaBoostRegressor,0.5721729499999999
MLPRegressor,0.5671741922500002
MLPRegressor.1,0.5460151480000002
Average,0.5350061455
Optimal,0.6375915215
Worst,0.46381327474999995
