Models,Ability
LinearRegression,0.5980289212500002
BayesianRidge,0.5680391432499999
SVR,0.6017744527500002
SVR.1,0.5895607012499999
KNeighborsRegressor,0.5408217874999999
DecisionTreeRegressor,0.6329148975000002
RandomForestRegressor,0.6103703639999998
AdaBoostRegressor,0.6075143992500001
MLPRegressor,0.6235535899999999
MLPRegressor.1,0.6185738125000002
Average,0.5987732367499999
Optimal,0.69580663575
Worst,0.5197771862500001
