Models,Ability
LinearRegression,0.5637137699999999
BayesianRidge,0.5528911034999999
SVR,0.5515288917500002
SVR.1,0.6188947987499999
KNeighborsRegressor,0.5834925337500001
DecisionTreeRegressor,0.5627362489999999
RandomForestRegressor,0.5760346614999999
AdaBoostRegressor,0.5963030479999999
MLPRegressor,0.5984124895000001
MLPRegressor.1,0.57633773175
Average,0.5660245329999999
Optimal,0.66211496375
Worst,0.4956080687500001
