LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1,Average,Optimal,Worst
0.9141228347196085,0.9131468590601417,0.8198802899574303,0.8776838296138036,0.8661402959663326,0.8835592795553199,0.8861792335381711,0.8363438992945822,0.9042965175606354,0.900643707857595,0.5000521446005829,0.9306651135640311,0.5000521446005829
0.7965023038837021,0.7961650989366511,0.8154826226803673,0.8722871685016405,0.869181140448329,0.8151176088847857,0.8540608564883125,0.874466668308297,0.8748773251355348,0.8760064459999505,0.5000534117820354,0.9464206187378184,0.49779786063491677
0.6943108918120013,0.6952104492919712,0.7692228152702484,0.8834083967604693,0.8706872181122762,0.8033042335944762,0.82697482403536,0.846533486505279,0.8735738560056608,0.8814899125263373,0.500052471817469,0.9451316472191241,0.4995837102070933
0.5786669331456579,0.5797539612080427,0.776355143904443,0.7753290600487677,0.7649783863460128,0.7212023728423904,0.748227718921454,0.7561089132235986,0.773828889600692,0.7741062485842762,0.500057080980223,0.8821984501025728,0.4546755966810503
0.654956921426668,0.65460226599615,0.597677536346938,0.9537677919408095,0.9508052092799699,0.9525216878949223,0.9546862264339125,0.9427195426366364,0.963624232787007,0.9623563277703981,0.5000601494499091,0.9826188758164227,0.5000601494499091
0.7254700008899453,0.7248899070159813,0.63307947440577,0.9502847125073399,0.9517874054179425,0.9393774837439846,0.9384298874164264,0.940825407087609,0.9566563783627975,0.9572586722258187,0.5000430537019842,0.9781532774647165,0.5000430537019842
0.3979575524135536,0.3981566226143844,0.4678385765804345,0.8066231534407144,0.7984714680643316,0.7365506267961097,0.7666739054782237,0.7896030494693537,0.8047349028963703,0.8106325960739958,0.5000488928168484,0.8733898851660429,0.3979575524135536
0.5890485730039328,0.5898853198321199,0.6670527927249374,0.8158679607593882,0.7850805193891215,0.7721065976493138,0.7629280204528124,0.8151548993828358,0.831477944170123,0.8238650392411312,0.5000504434970785,0.8631946190825917,0.48803609453029306
0.7654704824604858,0.7647429134543648,0.6521090766646852,0.9137079395520862,0.9259642376904684,0.89375520735524,0.9144210281938635,0.9190023392232323,0.9274777478456571,0.9235233089072665,0.5000483245864772,0.956391282846142,0.5000483245864772
0.7048141943024724,0.7056354933624026,0.7442017350554468,0.8210818322724442,0.7985830942973119,0.7841973567221184,0.8064366959894856,0.835066901296889,0.8182918219689312,0.8228702181213376,0.5000503521795732,0.8928265936937922,0.489060100475747
0.42307292891575354,0.42323972901378426,0.4813438126741535,0.7723504029682768,0.7431897744492117,0.6988780837712872,0.7144371868715665,0.787247239915863,0.7687879594463012,0.7794027866305331,0.5000441106168432,0.8225030301821459,0.42307292891575354
0.6807454471119974,0.6803129478127011,0.6113214177879236,0.9565584747717638,0.9531457330855726,0.9310016793063312,0.9423646466894061,0.9460173654495658,0.9540272268412048,0.9549225566595648,0.5000548513460067,0.9751117429183147,0.5000548513460067
0.5166705349283596,0.5167635151471371,0.5924565337621738,0.8207274373920741,0.7987781813469053,0.7502063814750759,0.7780439466826857,0.8190704319712886,0.8198950276764967,0.8247906427855662,0.5000416382826376,0.8817901365228178,0.49050486935788007
0.6749348919293106,0.6745217510280186,0.6086977226414967,0.9528918021357409,0.9471317581170874,0.9448464181337235,0.9512594766451912,0.9331001041664312,0.9486741114280901,0.9504577414220814,0.5000537749500855,0.975449369180545,0.5000537749500855
0.7710538769458266,0.7721544345765479,0.874888749323642,0.9288695475736637,0.8792253585129564,0.869316278358166,0.8844255967329591,0.8954374407358966,0.9219335614012305,0.9245219441209868,0.5000524596533691,0.9711037066197216,0.5000524596533691
0.6461889588961476,0.6470977305223349,0.7279234183366627,0.8862585868637642,0.8765652101217641,0.8448677547748649,0.8585705360539231,0.8533022312453917,0.8884899335076304,0.8874415570406263,0.5000462369183601,0.9353565556287592,0.4975413339990741
0.6110937249448911,0.6119285621283954,0.6712331411753873,0.8375637132097269,0.8060294386297843,0.7889146935202167,0.7886745456357476,0.8492998341621136,0.8309089714664966,0.8382019184001758,0.5000474630731877,0.9033030958877066,0.4802730752062662
0.8071162155708012,0.8082067556469525,0.8135786268689975,0.8493557831984612,0.8582868651680322,0.8395964826507155,0.8560918374725321,0.8630180625668418,0.8635495903226719,0.851241865019323,0.5000459651491252,0.9531178928683166,0.5000459651491252
0.42660087393640245,0.4274014276081829,0.6627504868302568,0.7063236703312799,0.7111070891045278,0.6232977310038618,0.6780005859000218,0.7231028645125177,0.6914688441832533,0.700987780514853,0.5000419909005368,0.819783784173034,0.3837844310311344
0.6643098498230254,0.6652316872930936,0.7387282722434104,0.8911773555750935,0.8527680301283856,0.8352888948830784,0.8450821013587776,0.859048616922558,0.8880108079440785,0.8893318429624285,0.5000508204653717,0.951714244542131,0.49813836344607854
0.510582987447806,0.5106788894420158,0.5829983738110756,0.831154828874109,0.8163568653134293,0.7860827640270686,0.7993655698555232,0.836616044682944,0.8331591140770083,0.8349914390497428,0.5000532499944713,0.9043661782892054,0.4916360032412622
0.8075225548383559,0.8072852226575422,0.8236600796196261,0.8429084119462684,0.8525831623760413,0.7775877993048175,0.8258953775573646,0.8366484702491105,0.847131720186173,0.8471747926920561,0.5000458139660292,0.9246234998621394,0.498321264376127
0.29725991783543815,0.2978351418474524,0.4746145001809127,0.5236928682013965,0.5048501934342652,0.5200541724229619,0.5179442615315082,0.4959185574783505,0.5181401271064269,0.5408104604717634,0.5000478619597614,0.7612857976783516,0.26472365621981797
0.7096921067499447,0.7091646763811605,0.6253004690970436,0.9464220132839818,0.9392158078847818,0.9115312811064143,0.9275723577338899,0.9292639275025536,0.9387901295948753,0.9380180962938874,0.5000478838246831,0.9678520664868474,0.5000478838246831
0.7834848526244237,0.7845395422986827,0.8792418606070577,0.9208356594381379,0.9063516175085311,0.8734444017865387,0.8896093337318748,0.8982263206338317,0.918308067238379,0.9224646112307348,0.5000543499881391,0.9586877790416608,0.5000543499881391
0.2657039270731897,0.2662212720363615,0.44837757200421435,0.5974863010879153,0.6007371870294629,0.4883074453436292,0.5302545500890009,0.5328559999053145,0.6053091193962544,0.6012143334228561,0.5000428390970051,0.8153753220872554,0.2504080428927368
0.4344522312147797,0.4346274162042271,0.50604480853672,0.8298510303638171,0.8151032142019886,0.7881470478890736,0.8095950379204975,0.8180142208012258,0.8293311223093769,0.8286258678375026,0.5000539287056778,0.9006509362345836,0.4344522312147797
0.6475721222613082,0.6472391801239132,0.5940107634755977,0.9609495944838258,0.9627320157839305,0.9325862069955511,0.9484164783727111,0.9619053271812046,0.9609898025147547,0.9633299393966513,0.5000463443657349,0.9844385971875956,0.5000463443657349
0.36535209423159914,0.3660592906355516,0.5671703355353309,0.60854640559171,0.6026431979519433,0.5875391601809338,0.6193627719902867,0.5925593361646977,0.6141587775820552,0.6134466818334029,0.5000433187699967,0.8256907190269459,0.32201872870588233
0.6679053415011194,0.6677478345603938,0.7424722276095469,0.7786211200893934,0.7837475262801208,0.7011738056755115,0.7897872274046291,0.7934900410615243,0.7811466399125109,0.7793338554738587,0.5000509037579273,0.9017287913788545,0.49330943802317717
0.721319065457979,0.7223503101334006,0.8228722059364907,0.9005952490858815,0.9021661076250617,0.8606771490532255,0.8852822927727042,0.8962550601059185,0.9063551116090658,0.9056817107509219,0.5000422628271953,0.9561173281192323,0.5000422628271953
0.8093173961403052,0.80841978928369,0.6716351517332344,0.8979545906533337,0.9281957725325469,0.8805691182185378,0.9000806545559652,0.9017383692268262,0.9205215612945794,0.9130660335906811,0.5000489242640607,0.9532655028253177,0.5000489242640607
0.9462905830552606,0.9462449214491961,0.8742945651704084,0.9194271631538644,0.9179361094535065,0.919235088482932,0.9241616170406003,0.8895590677993337,0.9272875181038849,0.9300752048184922,0.5000419718942654,0.9725843961563617,0.5000419718942654
0.265627505461285,0.2661406468464972,0.4313765633573339,0.668952768443856,0.6639425995239743,0.5839560716132675,0.6179684576835929,0.572590814048975,0.6583777326788238,0.6729318848670237,0.5000540648445959,0.8421812169419784,0.2571493786048271
0.1844968811706014,0.18473664886237956,0.27908690350557386,0.5080562607773424,0.4722433455715839,0.5316378288417483,0.513782825424584,0.470013996556081,0.4894646375365741,0.5151210593370964,0.5000472894064398,0.7349332809057832,0.1804864478567873
0.23185112953482417,0.23228436849874906,0.3884738528637771,0.569080689075234,0.5800838270594592,0.4861309644394466,0.5216415822891778,0.5114771820355879,0.5833836571500843,0.575294377247774,0.5000466070806303,0.7869628225817448,0.22718998474894284
0.3345373717435045,0.3347824133667562,0.4162368729665958,0.8226466926095652,0.7867695799701967,0.7264410605443713,0.7435509184252427,0.7729255960824022,0.8191641046811803,0.8217878775951668,0.5000567836952878,0.8825161938120617,0.3345373717435045
0.5420645745967664,0.5420902608853598,0.5935628763162373,0.8438542435629207,0.8400879239252939,0.7830138784317922,0.810946002288885,0.8378910044286538,0.8487327313996644,0.8430065224893799,0.500050505683727,0.8852165356223795,0.500050505683727
0.6308117582023065,0.6306881042406568,0.6798999987231731,0.8778136721994401,0.8579739527193055,0.8579141224433087,0.8487101222292146,0.8702930199086174,0.8746702444255794,0.8760556144380794,0.5000517881440494,0.9412473739059084,0.5000517881440494
