Models,Ability
LinearRegression,0.9017162300000006
BayesianRidge,0.8958433999999998
SVR,0.6643487999999999
SVR.1,0.6265731000000005
KNeighborsRegressor,0.5434602999999997
DecisionTreeRegressor,0.6211028700000003
RandomForestRegressor,0.6750414999999997
AdaBoostRegressor,0.5536960999999999
MLPRegressor,0.7104880000000006
MLPRegressor.1,0.7452621000000006
Average,0.6111080999999995
Optimal,0.899173
Worst,0.46312106000000003
