LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1
0.07736423016683731,0.07692762424587236,0.07068172227757501,0.007855058634542427,0.0023229599422053826,-0.04016535501099576,-0.03770781177541207,0.011663826808978274,0.0011245084021708595,0.0006724675916858949
-0.06432376277564124,-0.0646549085314754,-0.06834746231604663,-0.06578398319676751,-0.06505717822137796,-0.07620914763123467,-0.08729795702662818,-0.06023512128166888,-0.06956209518678132,-0.06504110248806888
-0.11941836372579633,-0.11942580279389067,-0.11528093396323982,0.010761687792633746,0.023934015614685566,0.013524731623361198,0.0030901389974965798,0.01612420027502872,0.012577640964266423,0.018304012777606953
-0.13269386284385973,-0.13284419837992045,-0.13215906656457413,-0.048884655099459405,-0.025905911405556308,-0.056300104491245964,-0.03489598549653058,-0.03555873616891255,-0.04235234952210448,-0.03439093244759
-0.038643438438546854,-0.03829163865823375,-0.02544906050797386,-0.018678159662790655,-0.02412407791461286,-0.02027031732670162,-0.022186971472117473,-0.02440977360269523,-0.010790993261258734,-0.020448149678362615
-0.12247092609079122,-0.12263262443097774,-0.12222260308260943,-0.043231284515107875,-0.035360999084133406,-0.00565283353306025,-0.03302087621822776,-0.037799303630546816,-0.03707000605740597,-0.028943494391810938
-0.05244397365823942,-0.05209421942245387,-0.03930116696180276,-0.03050916459083531,-0.043852872666393136,-0.05214152275571569,-0.060627263745766456,-0.03521790052517463,-0.02274726252716581,-0.0325127714018501
0.29578700323197504,0.29638657604615004,0.31522810958589687,0.021621393649000186,-0.021335252801600802,-0.030593805487805416,-0.04830756725794311,-0.0036769237585369554,-0.0010539925533824893,0.004488325518549895
0.09135545458510382,0.09090871749505054,0.08441752478442681,0.014197654986862143,-0.0031356593944943277,0.06627202267677558,0.04633378407984088,0.012408932746214118,0.007865387992914141,0.006830808406212263
0.06839542590939451,0.06795774133902563,0.06168572365686505,-0.0019173645374538743,-0.00810530264000137,-0.05059361759320251,-0.048672357290792966,0.0012355642267715579,-0.00861622849785387,-0.009126295974244076
-0.146624611392769,-0.14656132229884938,-0.1407040189789029,-0.00542239911163388,0.006066763124377328,-0.05393662677071283,-0.01284229258651912,0.00011208688833015332,-0.009234463304023825,-0.005461037060959582
-0.056618569109372394,-0.05629795584312103,-0.04421044979935303,-0.008246136689346466,0.017519100745504945,-0.026907891292673385,-0.018419549939293643,-0.0029171880053872933,-0.002720108465150134,-0.01337803457984379
-0.1481698184359932,-0.1480648710683921,-0.14119895869393023,-0.006236322834850571,-0.011291321177657621,-0.03142582998787063,-0.01434737903386652,-0.006502103133495862,-0.012223961438260739,-0.010613833744720289
0.09490702147981583,0.09445013055670633,0.0877130983752274,0.009851873004745918,-0.016922146456212688,-0.017506222782013713,-0.022250046692924068,0.009063551223921362,0.004150390650376429,0.002449329309021947
0.15337122322196342,0.15391295678008038,0.17135411550322818,-0.05111784962507497,-0.03785707504674797,-0.05374477224899097,-0.04745499107712474,-0.04978908294846148,-0.052940475804345036,-0.04798041270281247
0.24925486484589285,0.24980077796987826,0.2673431302281009,0.0395375750567353,0.056022839390454104,0.07400493013321736,0.06071587800814582,0.04510083790642253,0.03673037109755611,0.04176269998732926
-0.07578803107530155,-0.0755447440599544,-0.06532942209683809,0.02690120151628524,0.03663948726627593,0.07684432154777554,0.05118011861642333,0.026937326632294218,0.026077790036421234,0.016694114155317175
