Models,Ability
LinearRegression,0.6719159499999997
BayesianRidge,0.6512950699999999
SVR,0.6838556999999995
SVR.1,0.6253867
KNeighborsRegressor,0.5183583499999999
DecisionTreeRegressor,0.78274214
RandomForestRegressor,0.7171604599999996
AdaBoostRegressor,0.6265697999999997
MLPRegressor,0.6429448999999999
MLPRegressor.1,0.6855539700000006
Average,0.6413197500000002
Optimal,0.8052102000000005
Worst,0.47243347999999974
