Models,Ability
LinearRegression,0.4930498835
BayesianRidge,0.48357857725
SVR,0.4670395909999999
SVR.1,0.50882961225
SVR.2,0.5173286622500002
SVR.3,0.5090079725000001
SVR.4,0.5274619142499999
SVR.5,0.5046081042500001
SVR.6,0.52801318425
SVR.7,0.49396141149999995
SVR.8,0.5117631215
SVR.9,0.504519379
SVR.10,0.5231520012499999
SVR.11,0.49711368250000004
SVR.12,0.49103176775
SVR.13,0.5112757107499999
SVR.14,0.4701171092500001
SVR.15,0.309655162
SVR.16,0.27057563325
SVR.17,0.28164603150000006
SVR.18,0.25101600749999997
SVR.19,0.26152982075
KNeighborsRegressor,0.49799597699999987
KNeighborsRegressor.1,0.4917548890000001
KNeighborsRegressor.2,0.49026265900000005
KNeighborsRegressor.3,0.4855313484999998
KNeighborsRegressor.4,0.4946544724999999
KNeighborsRegressor.5,0.498746739
KNeighborsRegressor.6,0.48662780650000015
KNeighborsRegressor.7,0.5159789962500001
KNeighborsRegressor.8,0.4841449540000001
KNeighborsRegressor.9,0.51390973825
KNeighborsRegressor.10,0.4925238645
KNeighborsRegressor.11,0.51253353725
KNeighborsRegressor.12,0.5104795039999999
KNeighborsRegressor.13,0.5008070100000002
DecisionTreeRegressor,0.5012724902500001
DecisionTreeRegressor.1,0.5132066912500001
DecisionTreeRegressor.2,0.484044686
DecisionTreeRegressor.3,0.530381591
DecisionTreeRegressor.4,0.487947354
DecisionTreeRegressor.5,0.529939767
DecisionTreeRegressor.6,0.49027066499999983
DecisionTreeRegressor.7,0.5016739745
DecisionTreeRegressor.8,0.5006792905
DecisionTreeRegressor.9,0.5037763375
DecisionTreeRegressor.10,0.49668198425
DecisionTreeRegressor.11,0.4644287269999999
DecisionTreeRegressor.12,0.4657432507500001
DecisionTreeRegressor.13,0.4934906497499999
RandomForestRegressor,0.5187979325000002
RandomForestRegressor.1,0.5032208322499998
RandomForestRegressor.2,0.4987510595000001
RandomForestRegressor.3,0.5192831502499999
RandomForestRegressor.4,0.5420188747499999
RandomForestRegressor.5,0.5135809740000001
RandomForestRegressor.6,0.4977792090000001
RandomForestRegressor.7,0.5126400462499998
RandomForestRegressor.8,0.523699876
RandomForestRegressor.9,0.49893094274999994
RandomForestRegressor.10,0.5052908325000001
RandomForestRegressor.11,0.51111353975
RandomForestRegressor.12,0.4992092917499999
RandomForestRegressor.13,0.5225229782499999
RandomForestRegressor.14,0.47151543125
RandomForestRegressor.15,0.4881746057500001
RandomForestRegressor.16,0.49163169775000004
RandomForestRegressor.17,0.49307403574999986
RandomForestRegressor.18,0.4872624802499998
RandomForestRegressor.19,0.49703789699999995
AdaBoostRegressor,0.4963948704999999
AdaBoostRegressor.1,0.5065400354999998
AdaBoostRegressor.2,0.4508639252500001
AdaBoostRegressor.3,0.4857367279999999
AdaBoostRegressor.4,0.52242441025
AdaBoostRegressor.5,0.47352955375000005
AdaBoostRegressor.6,0.5048383435000001
AdaBoostRegressor.7,0.48006494225
AdaBoostRegressor.8,0.47216513299999996
AdaBoostRegressor.9,0.5327033105000001
AdaBoostRegressor.10,0.48974289075
AdaBoostRegressor.11,0.5014147577499999
MLPRegressor,0.5060645667499999
MLPRegressor.1,0.5450675855
MLPRegressor.2,0.5303192047499998
MLPRegressor.3,0.52692169425
MLPRegressor.4,0.46774201100000007
MLPRegressor.5,0.4786857297500002
MLPRegressor.6,0.5030572885000001
MLPRegressor.7,0.49101339499999985
MLPRegressor.8,0.49225551224999997
MLPRegressor.9,0.50621853675
MLPRegressor.10,0.49958051449999996
MLPRegressor.11,0.48040905624999997
MLPRegressor.12,0.4812962387499999
MLPRegressor.13,0.47602525249999994
MLPRegressor.14,0.5156535467500001
MLPRegressor.15,0.5148843545
Average,0.5411911925000001
Optimal,0.64914241
Worst,0.2652668365
