LinearRegression,BayesianRidge,SVR,SVR,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor,Optimal,Average,Worst
0.9992872333593997,0.9988060908400238,0.8899308163164397,0.7269105782316525,0.8256493431708621,0.9560702617849464,0.8839694280011421,0.843861642855431,0.8973981235048099,0.6599002972424418,0.9992872333593997,0.5000843210004964,0.5000843210004964
0.8058342490544786,0.8050771553432494,0.8414217473298689,0.9908210798821215,0.8517121598908398,0.440229103552433,0.6506104846213032,0.9327402272120573,0.735305304423062,0.6989772025837986,0.9908210798821215,0.5000182257292017,0.440229103552433
0.4734851959679833,0.47435735198654955,0.5193994585402779,0.7263381736953155,0.65639255037745,0.643765861958123,0.5242244373476538,0.7296642211667219,0.7003502925685089,0.6361997341146644,0.7296642211667219,0.5000561026202547,0.4734851959679833
0.7602772906757291,0.7620234498109802,0.8988299759770534,0.9624833282766444,0.5862455935483905,0.5080259738923874,0.6146714689057895,0.6644767241201164,0.8518542033396608,0.6475664965229018,0.9624833282766444,0.5000093838541789,0.5000093838541789
0.6560364643947519,0.6555894768072165,0.6051447551442352,0.7023756614512779,0.952915732180512,0.9309916105438062,0.9962606042167719,0.9395233320720783,0.9950623149189081,0.9474334772094495,0.9962606042167719,0.5000962245709972,0.5000962245709972
0.6933843099118063,0.6927930977198454,0.6254556954396439,0.8058577690017928,0.8052599131859253,0.8658910022938694,0.8103744767670382,0.8098987648517677,0.8612324443518382,0.8483179439431429,0.8658910022938694,0.5000787219629541,0.5000787219629541
0.3805533344144984,0.38080748144908266,0.44274526063517505,0.8762704138430254,0.8420502446548864,0.5195767675749534,0.7393044419919538,0.8039379314702967,0.9174222138889674,0.9891555064652421,0.9891555064652421,0.5000126489921849,0.3805533344144984
0.6955596889573314,0.6968604295954434,0.7754535089232869,0.9839676776672467,0.8554362158605608,0.9650922777132903,0.9397826494454614,0.8334465230924253,0.9001310038613737,0.9239713810880836,0.9839676776672467,0.500045328709424,0.500045328709424
0.7167907932780644,0.7161038488544149,0.6382135598696287,0.8480885634162547,0.9183656244982319,0.9362856648887609,0.9975000591913545,0.8765205643827924,0.8901579053056131,0.9274683329692548,0.9975000591913545,0.5000780762180479,0.5000780762180479
0.34464809024404713,0.3452560932301054,0.3619544497249593,0.4328874970651321,0.42543041497404693,0.33079079535478084,0.3528037007733161,0.3807874294138369,0.3914480242065531,0.3320114298052391,0.4328874970651321,0.5000544335323351,0.33079079535478084
0.3977279935553051,0.3979604311881234,0.4555277288706175,0.8229358669723639,0.7859308058293467,0.7892748028972276,0.8075289579691548,0.7518368654015137,0.8714098041156255,0.9442831955396791,0.9442831955396791,0.5000936619252604,0.3977279935553051
0.7303371152764303,0.7296000333467308,0.6485410329795473,0.8487685108027344,0.7948158170373472,0.7637034858707673,0.7652164081485017,0.7815754071117544,0.8491791484225889,0.7792259341939196,0.8491791484225889,0.5000365493515764,0.5000365493515764
0.49871147094257173,0.4987616707781378,0.5251800754170303,0.6316661105260056,0.6921756106833913,0.5911765487053496,0.5958756090846103,0.6663436097406082,0.6647954049393927,0.6448059594373023,0.6921756106833913,0.5000773647037249,0.49871147094257173
0.6733035335611658,0.6727932584971027,0.6154378583260345,0.7386177579336001,0.9703688521331135,0.9233885344324416,0.958578908550947,0.9877020069165725,0.9661906190783154,0.9822017786749376,0.9877020069165725,0.5000308646536548,0.5000308646536548
0.698828145981552,0.7001415435999189,0.7833599162309456,0.9953348981294283,0.9643395453545724,0.9351675129412085,0.8725757433628578,0.8719182950950449,0.9578634095368859,0.8793995780352842,0.9953348981294283,0.5000174274288764,0.5000174274288764
0.7810065916832726,0.7824588986231139,0.8654197831771127,0.8712761506295543,0.7927892562857457,0.8236199324216112,0.7804715348806974,0.8044912234040198,0.8348151795404706,0.8835377973778727,0.8835377973778727,0.5000640246660122,0.5000640246660122
0.9699237196947613,0.9682720473817948,0.905235084032392,0.7408164955352523,0.7283223914520673,0.591015822763077,0.6130119876777216,0.7718517816248197,0.7822820711757206,0.8388560993709749,0.9699237196947613,0.500031644055026,0.500031644055026
0.6147988993529251,0.6161996962289948,0.8985408274661474,0.6857216675108312,0.7530913000321467,0.525515183280187,0.6033237869098397,0.5658953621873148,0.7479369169479283,0.571755817996595,0.8985408274661474,0.5000485501870757,0.5000485501870757
0.9198732768764902,0.9181040573686807,0.7216844843044594,0.7355280567690018,0.6115493850090816,0.8979034675770183,0.7183564584510762,0.6053364183747667,0.6890063093817477,0.6284946253256146,0.9198732768764902,0.50007525163815,0.50007525163815
0.5286673560185734,0.5296390810753713,0.5786335603805033,0.810501732565567,0.8844086921307509,0.7047620781100031,0.9167813638939432,0.7987992268925673,0.7693353334397555,0.6964790666965326,0.9167813638939432,0.5000948741432912,0.5000948741432912
0.4865860438346064,0.48678293727635213,0.5993571887471388,0.6399201311127668,0.5929661964941065,0.2815569158108927,0.42453006306940744,0.5328688692444801,0.5888730243464195,0.5923416461155222,0.6399201311127668,0.5000592671736497,0.2815569158108927
0.6664686894801307,0.6661250583947826,0.6807163970522742,0.7352553293793581,0.7769187313545775,0.6679038859590213,0.683763704798509,0.7625256501311857,0.8675828741866821,0.9249416821928708,0.9249416821928708,0.5000374931461512,0.5000374931461512
0.07556674532450625,0.07574608867313798,0.1190337913997457,0.468045246057413,0.33508607128261086,0.1164779586555649,0.17395979236449385,0.13143091207301633,0.4416585671823971,0.35407622319509696,0.468045246057413,0.5000381121295105,0.07556674532450625
0.7263585740146399,0.7256342234785284,0.6446303541027433,0.8674766264964767,0.8512597049221197,0.9092538536000663,0.9152711750989758,0.8679714003590299,0.9523699441337478,0.9174249712042143,0.9523699441337478,0.5000813137246308,0.5000813137246308
0.9920020527802946,0.9901672793659464,0.8937795507379578,0.7725644032300851,0.7573827593739765,0.7920094980557927,0.7918345293217375,0.6966594597218558,0.7753914044849416,0.6998074667872943,0.9920020527802946,0.5000728298584918,0.5000728298584918
0.35799627848671645,0.35883850153626334,0.5545037159012424,0.8507492706985142,0.6774221060050685,0.4170100915499972,0.8857547859899799,0.7816179789701878,0.654201748641148,0.5555458928866868,0.8857547859899799,0.5000580656792694,0.35799627848671645
0.4491139601656835,0.44925948468627963,0.48846375940588915,0.6770931551024668,0.7590811820988306,0.6801181670653698,0.7855146470838181,0.6301063898924608,0.7073812592478864,0.7175796929801902,0.7855146470838181,0.5000158307621877,0.4491139601656835
0.6999980856424486,0.6993883881224093,0.6325263371160501,0.7370997278396758,0.7815729485700963,0.6823258690371328,0.6999261487928901,0.7658296583455975,0.7699070141180209,0.7583711729478341,0.7815729485700963,0.5000823141693889,0.5000823141693889
0.9521906101623481,0.9501855995422146,0.724681468865545,0.6147213448178014,0.7043134926250869,0.7293610040593398,0.8871534268381702,0.6311938358396779,0.5786327107577249,0.7194725010612941,0.9521906101623481,0.5000008472814975,0.5000008472814975
0.652936566621493,0.6527267656073423,0.7246855616867428,0.9274023622129401,0.827228043950551,0.44426072014906676,0.5266175728258152,0.7641872657362718,0.99946272591837,0.9237126773795555,0.99946272591837,0.5000416673920229,0.44426072014906676
0.9023441384881027,0.9009831832098157,0.8298492184492154,0.72884083392853,0.7170729675507633,0.9812967510626245,0.8569840804428219,0.6791083551625605,0.7158277548324555,0.6819020574998624,0.9812967510626245,0.5000639683224305,0.5000639683224305
0.7037712562632161,0.7031354045472697,0.629994532067086,0.8159498443134134,0.8630409559828772,0.8607650681291789,0.884132964403074,0.8714608761566259,0.8390611407456952,0.9072154515740843,0.9072154515740843,0.5000485014872297,0.5000485014872297
0.9030052431879677,0.9016204099329349,0.8212875630350768,0.6995555981112275,0.7767902749734374,0.8786689651711121,0.8229378134606214,0.7913059961817981,0.8194660396403339,0.6401302010493083,0.9030052431879677,0.5000649672790274,0.5000649672790274
0.14478139893822856,0.14512064822455945,0.22256248557288102,0.4014747396142477,0.28245331236744886,0.21540485506093035,0.15522017042735375,0.32589811464527063,0.5803587748014843,0.2221491155189491,0.5803587748014843,0.5000408197823033,0.14478139893822856
0.24293460254027177,0.24324321319232942,0.30933135658696176,0.7868973829183787,0.5181457208257979,0.5389723465658044,0.5600433950875654,0.8570891458586474,0.838780814270418,0.9276334710520456,0.9276334710520456,0.5000423274842204,0.24293460254027177
0.2387594870870981,0.23932005160810413,0.3683961029618803,0.7278643736882136,0.4587948851926499,0.2824267105854173,0.36750192204370014,0.5293631957789332,0.8980758263356342,0.3626798167264959,0.8980758263356342,0.50000836847292,0.2387594870870981
0.27256473509869406,0.27288766829083755,0.35023270367515696,0.7258022012464626,0.6310442309056086,0.9359034797829265,0.4796587129849303,0.6721334676838521,0.7457588779241358,0.9243742208024781,0.9359034797829265,0.5000064266754471,0.27256473509869406
0.5533240346561958,0.5533879853400923,0.6537348388838821,0.7494012661983918,0.531363578955457,0.8349768185632569,0.4475234974294003,0.586198927143677,0.4776887854126719,0.7085689750248066,0.8349768185632569,0.5000757699730433,0.4475234974294003
0.5823458795482331,0.5822407157247754,0.6125806541201062,0.7265734420664436,0.7711369393686025,0.8173998291003728,0.8972902044379079,0.8020337181450915,0.7040340062717264,0.7262675957781797,0.8972902044379079,0.5000974041444753,0.5000974041444753
0.8456065285864914,0.8443031237920313,0.7024154153528999,0.977480008093936,0.9498402722489369,0.7823704668518151,0.8178740497273868,0.9723562309441139,0.9680291454267477,0.9909475527509856,0.9909475527509856,0.5000533883394139,0.5000533883394139
0.3716361547618326,0.3718745950352874,0.4181252447716582,0.5956365017849226,0.5449268340737264,0.9179224446831101,0.6206153771967232,0.6277779968807746,0.592842149184546,0.5983232711929161,0.9179224446831101,0.5000250041973738,0.3716361547618326
0.7145282508639381,0.7140180538560182,0.7152077738254696,0.7256308376474357,0.6187800501526459,0.9212012157629329,0.7907384970773846,0.7787581350309163,0.7203748064143014,0.8626732870851128,0.9212012157629329,0.5000232112376268,0.5000232112376268
0.308437609458384,0.30874012729908884,0.3752039240987089,0.8671652682921811,0.9105008473129258,0.5774093002546146,0.6773675682677307,0.9792449435984618,0.8430483124374023,0.7668975723942687,0.9792449435984618,0.5000715340751195,0.308437609458384
0.6473544657523546,0.6469365884977326,0.599127143941913,0.7083428741602242,0.9099138646557283,0.9258007758658459,0.9273329247738488,0.9227291233443908,0.882340185348463,0.925718640236354,0.9273329247738488,0.5000836443434518,0.5000836443434518
0.9090741482752699,0.9107702124385607,0.9893010722583175,0.7958678947339254,0.7369677843521502,0.8012436274582325,0.6935349260205491,0.7288629667874762,0.7518387924045111,0.7814086284590475,0.9893010722583175,0.5000411305951007,0.5000411305951007
0.9383598659657411,0.9401017229807406,0.9648309350310713,0.7719832414492817,0.7689533254668087,0.749575873940811,0.7382957315450417,0.7360783003845044,0.756102011816366,0.790941831249908,0.9648309350310713,0.5000537960957961,0.5000537960957961
0.8817142870090587,0.8804351484270724,0.8065258735732043,0.6998532028604557,0.742340429760564,0.8296948685285664,0.8122697783793675,0.7863258872586358,0.7942107386043014,0.638185889809943,0.8817142870090587,0.5000814920895789,0.5000814920895789
