LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1
-0.23876721799771256,-0.24162238831629912,-0.420568511566126,-0.3551247466532665,-0.35458509515468106,-0.3078078503634574,-0.29303806532337384,-0.4259466025032794,-0.23957289232241413,-0.2719477076337142
-0.055029465153775436,-0.055620815550128155,-0.034822923027350516,0.07118810740569782,0.06389178028705975,0.10998335281017362,0.09126536952873385,0.07216639771664757,0.07589660478070329,0.06388324853812491
0.31720896717664177,0.3154179857103875,0.2303686220117868,-0.04796797033045549,-0.07869497961738894,-0.1425762048924871,-0.10883294473756641,-0.10321721652041194,-0.06231639270342752,-0.06748539724935086
-0.3386929158253477,-0.3369817485230183,-0.113025412607593,-0.0013486694725172055,-0.005917995740806738,0.08671094805434795,0.029750282405349826,0.0008965479672336935,-0.04769742567796875,-0.02405196621503197
1.592809995858298,1.595604700901184,1.9151650101778575,0.24342288883489224,0.02147958852269436,0.11506962344047342,0.08689356055838827,0.06060557729787922,0.1448998015975959,0.15439041634071715
0.732075590276513,0.7345413642195875,1.0250790387258788,-0.034974242146394316,0.06351404092394934,0.02880040567182394,0.06508792136394412,0.06581092813949799,0.03599340029857408,0.01747901689174223
-0.6669623720993823,-0.6662573469847124,-0.5310761291904432,-0.037224182254576514,-0.06502136648026036,-0.13099697503839094,-0.09020471338614805,-0.03507511466884904,-0.0403823478762101,-0.032354886913899136
0.4580128639274263,0.45589295136136015,0.34182095289237907,0.11119824066051713,0.11856249015344722,0.0830662171524799,0.12722686739449837,0.04289786839464304,0.07952497544409816,0.08503125076651062
0.5241647357138087,0.5265531141039862,0.8102619333701894,-0.10277873815837837,-0.004081461357763201,-0.12155518179915506,-0.06598594608617667,-0.03732673138215117,-0.027059921880528,-0.04647439600103409
0.16561762795566495,0.1643877642479129,0.12884760103995657,-0.03148341828015257,-0.005635954601596484,-0.015709563929940464,-0.005607925333230637,-0.0014924450964388894,-0.025117270411504404,-0.019813449399886596
-0.8267950364086103,-0.8261287090703888,-0.6943619188961647,-0.20392107954125108,-0.21442982531963808,-0.337588264274571,-0.31119735170602947,-0.20726403888061914,-0.20416038885270127,-0.19723063469269397
1.0564319393805548,1.0590912022058714,1.3667010148123835,-0.061124898685575836,-0.06285708131649168,-0.14628313636847895,-0.08365976360910352,-0.07670516765410855,-0.06253742364655555,-0.061812099688572944
-0.4482232346146133,-0.4480212805937728,-0.35722762186008344,0.039251081400876166,0.10372652424640486,0.11113036876704618,0.09344103018640779,0.05475361811580718,0.06471547644785254,0.05353676867953522
