Models,Ability
LinearRegression,0.5873191399999994
BayesianRidge,0.5767979
SVR,0.5551086000000003
SVR.1,0.5901740000000001
KNeighborsRegressor,0.5839525999999999
DecisionTreeRegressor,0.5354023599999994
RandomForestRegressor,0.5515818
AdaBoostRegressor,0.52110755
MLPRegressor,0.5329298000000003
MLPRegressor.1,0.5223241399999998
Average,0.5372343700000001
Optimal,0.6654053299999997
Worst,0.4636863499999998
