Models,Ability
LinearRegression,0.47163648225
BayesianRidge,0.456779067
SVR,0.5079875587499999
SVR.1,0.6914870934999999
KNeighborsRegressor,0.6584373159999999
DecisionTreeRegressor,0.6504193460000001
RandomForestRegressor,0.68841547325
AdaBoostRegressor,0.659748279
MLPRegressor,0.69375019825
MLPRegressor.1,0.6766082397500001
Average,0.6069435904999999
Optimal,0.7020587002500001
Worst,0.45537036124999997
