LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1
0.9974338231925284,0.9908442756495714,1.0719142476796273,0.012173139273161585,0.016840237539986844,0.061522337317446316,0.055917306321292715,0.017747241135003457,0.02412065932884846,0.013472223877549108
-0.8918116917403559,-0.8915689097724353,-0.9376727006250858,-0.050665007255118244,-0.04492504699439963,-0.06027577664707566,-0.05742716669296638,-0.002537429705630321,-0.08321732330778407,-0.02035740291937344
-0.6462234513604944,-0.6453313142154576,-0.7035218964311118,0.043836946584643766,0.07438461061791157,0.06852986757597065,0.05804780624784085,0.1018334525461035,0.01897614901225279,0.06892506172714254
-1.0278941142291012,-1.029029835058122,-1.0494748242455059,-0.06954076107027429,-0.04702242780425531,-0.0178529990120549,-0.018367278126835827,-0.17115663509277912,-0.06374283114935579,-0.055080293057372734
1.1689122440592037,1.1619996873469578,1.2490819998881966,0.048889680411691935,0.0710669289112021,0.10014752434356303,0.084397799970345,0.09247875478506692,0.0516058964899748,0.03361545834689593
-0.8239796632861225,-0.8239097555946963,-0.866795746103788,0.048195882929298696,0.048961200230419055,0.005706742645441504,0.05198795110381462,0.06338488991595506,0.01917804737198839,0.07841186527088882
-0.41705531686109465,-0.4151527872264992,-0.4921503392583804,-0.04054137841603921,-0.023772804016844902,-0.009752517665859708,0.012227681477397029,-0.02699194857767258,-0.04666987646374007,-0.036624740119381986
0.5842892818295695,0.589841114339075,0.4449171577387288,0.047918263775461,0.023995106120636333,0.0450412989020104,0.04358890017390494,0.03181096096458355,0.0674502090631917,0.034667895822580876
-0.896999757455653,-0.8968145884037109,-0.9418459995791327,-0.045044014441685765,-0.05950039755686239,-0.07802200096891847,-0.06798880618286215,-0.0057259331146616325,-0.07659820739708112,-0.01469659210766552
-0.2083382247276731,-0.21222892890579698,-0.18139395587431617,0.059839014040302375,0.0011876277078641654,0.10466988546671882,0.05673834314022791,0.2443847247958955,0.04189018454457365,0.046791760244522564
0.00011981422771187856,0.003017159002547279,-0.09249741340365322,0.035119471376468786,0.031869007193317055,-0.060697688374376904,-0.0034872064011016862,0.08167252854380139,0.06762550718512131,0.017088610819663914
