LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1,Average,Optimal,Worst
0.381589632105902,0.3834219632693504,0.3640996438110235,0.7755305428022098,0.7779086071431655,0.7006431193870571,0.7339430728348908,0.7686351260627059,0.7805342447097627,0.7765707186062698,0.6442876670732337,0.8807555077667535,0.3548884921263865
0.4828578574747405,0.4829334640002657,0.4687578995000828,0.7868159431392198,0.7687779064428192,0.7112716405459164,0.7248787704394648,0.7825387613065218,0.7834175522173308,0.7870519770207595,0.677930177208712,0.8650542320898529,0.4626379021195217
0.4545077983822784,0.4548776388493517,0.4250602079694644,0.6761980466379467,0.6285232152517758,0.6110707690459412,0.6051646822849823,0.640328967287115,0.6624695986542476,0.6697069226199799,0.5827907846983084,0.7971897853189406,0.38619220918388375
0.5088219104383069,0.5085210827244565,0.5032214892500867,0.8366070411401809,0.8177200675397849,0.7654545339787551,0.7868864039719569,0.8173352555278897,0.8357680348479419,0.8368002847292854,0.7217136104148647,0.9013575327249473,0.4970969308894081
0.3945188974028616,0.39625169570511004,0.37774839147231176,0.736397565243188,0.74079191492491,0.6766760949875585,0.7226389269800094,0.7300428610340968,0.7372311251476451,0.7390863619514287,0.625138383484912,0.8291207343807365,0.364728717627801
0.4935081429473411,0.4933968889054525,0.4646078970785153,0.7537233869160335,0.7283323349652638,0.6892626496155075,0.71765896753424,0.762441051647712,0.7657004929476084,0.7527937412620906,0.6621425553819764,0.8710200157126152,0.4408214552789921
0.37041891682111533,0.371399023230752,0.3459612434123019,0.5093615882131315,0.5224056513493915,0.4452728440830171,0.4976045218500816,0.5061185384692499,0.5219067014501296,0.5118468498372315,0.4602295878716401,0.7127904484039931,0.2818016761561118
0.6529160958458048,0.6503945722334347,0.7122311439895173,0.7870753822201433,0.7842550290285405,0.7629190251991054,0.775924638623551,0.7976597754656792,0.7930090044418148,0.7903574256704073,0.7506742092717997,0.9096667527343536,0.5886280510377773
0.48069689012922867,0.4807681901291125,0.4659990014828444,0.7488446460360804,0.7085728301916954,0.6957236326914468,0.7051109686787014,0.7555080013709818,0.7396213814067851,0.7548992428218211,0.6535744784938697,0.833592200933021,0.4379655231376975
0.5796470831656342,0.5788774791814084,0.582530528057469,0.6470546781118133,0.6529500497092858,0.5981111224460736,0.6023895469571433,0.5542583548966368,0.6484070668736642,0.6517751482943501,0.6096001057693479,0.8103686165063329,0.43647325337498727
0.582461663323478,0.5829167987826824,0.5718520014796842,0.5810630065409301,0.5653385615859059,0.5052014784289315,0.5165148241252113,0.5663866289061568,0.5980272487090845,0.5675677076645579,0.5637329919546623,0.7701626962491145,0.3914502750307158
0.3131386841431124,0.3146822694922203,0.2958657848841252,0.582021906987089,0.5931010211498726,0.5071642245289678,0.5419293387562454,0.5724678479674983,0.5871454023876792,0.5848040569002155,0.4892320537197025,0.6951474316615844,0.2795691540583085
0.4115761966173467,0.4123127395796026,0.38807594799815104,0.51796982351872,0.5093869013678137,0.4150647317421276,0.4540260591960371,0.5401228515965687,0.5084437041560419,0.5169086158481674,0.46738875716205763,0.7152395284995811,0.27674214597673796
0.5038910854710716,0.5036559485835678,0.49641447598617283,0.7919239997624028,0.7725189227354669,0.7541292723075449,0.7470717133146052,0.8022248457813191,0.7931923708040165,0.7859273505976254,0.6950949985343794,0.8583696815591748,0.48683756251967764
0.3852179163527717,0.3871842918893222,0.3673096991056445,0.509002458372146,0.4590146909483549,0.4308774138494547,0.47002581401013943,0.48479075181740383,0.5078321032964161,0.5014557414433989,0.45027108810850514,0.6816713044321204,0.27531923375066136
0.33572380953515957,0.3373348871181826,0.31814223111577855,0.6339426690915296,0.6354626033250262,0.6008666207101709,0.6180526311515704,0.6450861853528893,0.6396220625712811,0.6290651567866995,0.5393298856758288,0.7316808679945236,0.31393297482921956
0.3791609270898058,0.380951497184818,0.35901353359871674,0.731350056560389,0.6980637801938856,0.6606002509150846,0.6885620327949536,0.7209749651915763,0.7262099261429378,0.7145196095574998,0.6059406579229667,0.8239773214817957,0.35228330704778726
