Models,Ability
LinearRegression,0.5543290399999999
BayesianRidge,0.5355421299999997
SVR,0.56669545
SVR.1,0.5664878000000005
KNeighborsRegressor,0.6018298999999996
DecisionTreeRegressor,0.6641524399999996
RandomForestRegressor,0.46823987
AdaBoostRegressor,0.5551251000000004
MLPRegressor,0.5293770000000001
MLPRegressor.1,0.5532205700000004
Average,0.49057600000000046
Optimal,0.7587247499999996
Worst,0.36911553000000014
