Models,Ability
LinearRegression,0.4952570464999999
BayesianRidge,0.48307422799999983
SVR,0.4657991387499999
SVR.1,0.5083788805000002
SVR.2,0.5217518910000001
SVR.3,0.5085477384999998
SVR.4,0.52659589475
SVR.5,0.500612927
SVR.6,0.52784792825
SVR.7,0.4930644677499999
SVR.8,0.5152412630000001
SVR.9,0.50301444525
SVR.10,0.5263227422500001
SVR.11,0.5016484499999999
SVR.12,0.49438759225
SVR.13,0.5177638862500001
SVR.14,0.47516161650000005
SVR.15,0.31192564050000005
SVR.16,0.27334032575
SVR.17,0.280461077
SVR.18,0.252236865
SVR.19,0.2625913274999999
KNeighborsRegressor,0.5045098657499999
KNeighborsRegressor.1,0.49916271749999996
KNeighborsRegressor.2,0.49097811700000005
KNeighborsRegressor.3,0.48720201800000007
KNeighborsRegressor.4,0.49746246925
KNeighborsRegressor.5,0.49706112474999997
KNeighborsRegressor.6,0.4876858894999999
KNeighborsRegressor.7,0.5130899972499999
KNeighborsRegressor.8,0.48112545149999997
KNeighborsRegressor.9,0.514252189
KNeighborsRegressor.10,0.48335565975000006
KNeighborsRegressor.11,0.50865597275
KNeighborsRegressor.12,0.50893612875
KNeighborsRegressor.13,0.49643035825000004
DecisionTreeRegressor,0.5019176405000001
DecisionTreeRegressor.1,0.5088851304999998
DecisionTreeRegressor.2,0.4818207645000001
DecisionTreeRegressor.3,0.5234264810000001
DecisionTreeRegressor.4,0.49356240200000007
DecisionTreeRegressor.5,0.53185603375
DecisionTreeRegressor.6,0.49279713125
DecisionTreeRegressor.7,0.50331701425
DecisionTreeRegressor.8,0.50399605275
DecisionTreeRegressor.9,0.52384861675
DecisionTreeRegressor.10,0.5025333739999999
DecisionTreeRegressor.11,0.46308898024999995
DecisionTreeRegressor.12,0.46222288075
DecisionTreeRegressor.13,0.49099714424999996
RandomForestRegressor,0.51593117
RandomForestRegressor.1,0.49603878100000004
RandomForestRegressor.2,0.49703390775
RandomForestRegressor.3,0.5154787922499999
RandomForestRegressor.4,0.536807916
RandomForestRegressor.5,0.5118717074999999
RandomForestRegressor.6,0.49199598925000004
RandomForestRegressor.7,0.5093368615
RandomForestRegressor.8,0.5146485277500001
RandomForestRegressor.9,0.4960796632499999
RandomForestRegressor.10,0.5007569452499999
RandomForestRegressor.11,0.5068108627500001
RandomForestRegressor.12,0.5013603207499999
RandomForestRegressor.13,0.52120272525
RandomForestRegressor.14,0.4745592257499999
RandomForestRegressor.15,0.49185612525
RandomForestRegressor.16,0.494728896
RandomForestRegressor.17,0.49184243900000013
RandomForestRegressor.18,0.48436152875000005
RandomForestRegressor.19,0.49379119750000006
AdaBoostRegressor,0.4927318164999998
AdaBoostRegressor.1,0.5049312352499999
AdaBoostRegressor.2,0.45126070375000005
AdaBoostRegressor.3,0.486545589
AdaBoostRegressor.4,0.5195534642499999
AdaBoostRegressor.5,0.46956342249999994
AdaBoostRegressor.6,0.5033469392500002
AdaBoostRegressor.7,0.4746022127500001
AdaBoostRegressor.8,0.4741617962500002
AdaBoostRegressor.9,0.5242719004999999
AdaBoostRegressor.10,0.4867960535000001
AdaBoostRegressor.11,0.50231734025
MLPRegressor,0.501884654
MLPRegressor.1,0.545227034
MLPRegressor.2,0.5336023952500001
MLPRegressor.3,0.5268704344999999
MLPRegressor.4,0.4694608025000001
MLPRegressor.5,0.4791626782500001
MLPRegressor.6,0.50296424925
MLPRegressor.7,0.49461943799999986
MLPRegressor.8,0.49366816074999986
MLPRegressor.9,0.5072162952499999
MLPRegressor.10,0.49994528725
MLPRegressor.11,0.47910988550000005
MLPRegressor.12,0.48230491249999996
MLPRegressor.13,0.47792698350000007
MLPRegressor.14,0.510350187
MLPRegressor.15,0.5166634932499999
Average,0.54262875125
Optimal,0.6406658542500001
Worst,0.2678239214999999
