Models,Ability
LinearRegression,0.484457788
BayesianRidge,0.480097813
SVR,0.51490420075
SVR.1,0.61184930075
KNeighborsRegressor,0.57348493425
DecisionTreeRegressor,0.5871827407499999
RandomForestRegressor,0.6364963137500002
AdaBoostRegressor,0.5875940217500001
MLPRegressor,0.6055883917500001
MLPRegressor.1,0.5963435022500002
Average,0.43671724275
Optimal,0.63920009675
Worst,0.40775353875000003
