Models,Ability
LinearRegression,0.5493901
BayesianRidge,0.5391309
SVR,0.6126262500000006
SVR.1,0.5999124999999996
KNeighborsRegressor,0.5757170000000006
DecisionTreeRegressor,0.5357757999999998
RandomForestRegressor,0.6017350599999995
AdaBoostRegressor,0.5682531999999999
MLPRegressor,0.5150140000000004
MLPRegressor.1,0.5719012600000004
Average,0.5343494399999998
Optimal,0.7037091000000003
Worst,0.5015193999999997
