Models,Ability
LinearRegression,0.523092675
BayesianRidge,0.5289814150000001
SVR,0.5527435
SVR.1,0.43779863
KNeighborsRegressor,0.556790975
DecisionTreeRegressor,0.55041975
RandomForestRegressor,0.5348178
AdaBoostRegressor,0.532465325
MLPRegressor,0.5461100999999999
MLPRegressor.1,0.54670675
Average,0.493248
Optimal,0.64199465
Worst,0.42790921
