Models,Ability
LinearRegression,0.4226530000000003
BayesianRidge,0.4213870199999997
SVR,0.42987302000000005
SVR.1,0.6761154000000004
KNeighborsRegressor,0.7659889500000003
DecisionTreeRegressor,0.7889868600000005
RandomForestRegressor,0.7897591999999996
AdaBoostRegressor,0.6712876600000006
MLPRegressor,0.8008699399999992
MLPRegressor.1,0.7556912000000003
Average,0.5885928999999994
Optimal,0.8126147400000006
Worst,0.37659383000000035
