Models,Ability
LinearRegression,0.59440588775
BayesianRidge,0.5826030305000001
SVR,0.5861711384999998
SVR.1,0.6152082615000001
KNeighborsRegressor,0.5743364284999999
DecisionTreeRegressor,0.5424929660000002
RandomForestRegressor,0.5642566732500001
AdaBoostRegressor,0.5861589530000001
MLPRegressor,0.5891507447499998
MLPRegressor.1,0.5640287574999999
Average,0.56550429225
Optimal,0.6529500185000002
Worst,0.4952849230000001
