Models,Ability
LinearRegression,0.5997450999999999
BayesianRidge,0.6135732000000003
SVR,0.6231792600000003
SVR.1,0.6121918000000004
KNeighborsRegressor,0.6734210000000004
DecisionTreeRegressor,0.7372751999999994
RandomForestRegressor,0.7364411000000003
AdaBoostRegressor,0.5741356999999996
MLPRegressor,0.7146247999999995
MLPRegressor.1,0.7368805400000005
Average,0.6257984999999995
Optimal,0.7693444999999997
Worst,0.5964098600000003
