Models,Ability
LinearRegression,0.5008953027499998
BayesianRidge,0.485544583
SVR,0.5254517190000001
SVR.1,0.64592408275
KNeighborsRegressor,0.608433595
DecisionTreeRegressor,0.6100928102500001
RandomForestRegressor,0.6547733830000001
AdaBoostRegressor,0.6223517652500001
MLPRegressor,0.6462270789999999
MLPRegressor.1,0.63651023975
Average,0.5847016667500002
Optimal,0.66079182275
Worst,0.47736654875000006
