LinearRegression,BayesianRidge,SVR_lin_1,SVR_lin_2,SVR_lin_3,SVR_lin_4,SVR_lin_5,SVR_pol_1,SVR_pol_2,SVR_pol_3,SVR_pol_4,SVR_pol_5,SVR_rbf_1,SVR_rbf_2,SVR_rbf_3,SVR_rbf_4,SVR_rbf_5,SVR_sig_1,SVR_sig_2,SVR_sig_3,SVR_sig_4,SVR_sig_5,KNR_2,KNR_3,KNR_4,KNR_5,KNR_6,KNR_7,KNR_8,KNR_9,KNR_10,KNR_11,KNR_12,KNR_13,KNR_14,KNR_15,DT_2,DT_3,DT_4,DT_5,DT_6,DT_7,DT_8,DT_9,DT_10,DT_11,DT_12,DT_13,DT_14,DT_15,RF_e20_md3,RF_e30_md3,RF_e40_md3,RF_e50_md3,RF_e20_md5,RF_e30_md5,RF_e40_md5,RF_e50_md5,RF_e20_md7,RF_e30_md7,RF_e40_md7,RF_e50_md7,RF_e20_md9,RF_e30_md9,RF_e40_md9,RF_e50_md9,RF_e20_md11,RF_e30_md11,RF_e40_md11,RF_e50_md11,AdaB_losslin_n20,AdaB_losslin_n30,AdaB_losslin_n40,AdaB_losslin_n50,AdaB_losssqu_n20,AdaB_losssqu_n30,AdaB_losssqu_n40,AdaB_losssqu_n50,AdaB_lossexp_n20,AdaB_lossexp_n30,AdaB_lossexp_n40,AdaB_lossexp_n50,MLP_hls5_frel,MLP_hls10_frel,MLP_hls15_frel,MLP_hls20_frel,MLP_hls30_frel,MLP_hls40_frel,MLP_hls50_frel,MLP_hls60_frel,MLP_hls5_flog,MLP_hls10_flog,MLP_hls15_flog,MLP_hls20_flog,MLP_hls30_flog,MLP_hls40_flog,MLP_hls50_flog,MLP_hls60_flog,Average,Optimal,Worst
0.7454398039478993,0.7461542929322811,0.6871552196747716,0.6874811747159731,0.6868958198249294,0.6872856184220976,0.6872841947307248,0.9565774292584924,0.9630129340401228,0.9680215637105144,0.9717429792124934,0.9801023504102802,0.7370477641637485,0.7414327025602427,0.7436774382859506,0.744548387523828,0.741593818558311,0.9880516303839635,0.8997260235201411,0.4127303698725643,0.3587747658300135,0.2985781638973909,0.7020301244269804,0.73157415832575,0.8017950635751676,0.7928994082840228,0.7919231716326032,0.766183377578109,0.7558610964216468,0.7394236664622935,0.7347498286497605,0.7296126716990476,0.7160988643954581,0.7144468368707065,0.7126982619432038,0.7149844375277896,0.7737114715122688,0.7138548317599592,0.789977892409727,0.7592067988668559,0.738292011019283,0.7201074787281679,0.6733668341708537,0.6733668341708537,0.6733668341708537,0.6733668341708537,0.6733668341708537,0.6733668341708537,0.6733668341708537,0.6733668341708537,0.7136561633050639,0.7179017511463499,0.7157957794263863,0.7279988845600479,0.7318644776414118,0.7508011339630948,0.7416832096707786,0.7520319396280676,0.7018040019531934,0.7293089917170368,0.7006260647243473,0.7072232794215234,0.7006535947712421,0.6906912198775286,0.7135636162432243,0.7104403360453481,0.7134775374376046,0.6984016678248784,0.6990544506031957,0.7200768440214136,0.7807991120976683,0.7819110138584974,0.8114635777910779,0.7914359542266525,0.8110630070194604,0.7886992348440252,0.76378384303409,0.7844196780366988,0.7595429988486407,0.8358829645031927,0.7768765504362127,0.7995343083751723,0.4909444826370062,0.9057577911474162,0.8721546759940315,0.6644935908647404,0.8721165154526467,0.7632596280176464,0.7832652523645374,0.7544690171712594,0.7419766551105338,0.9836924540223138,0.9768345575426449,0.7690568000965678,0.8487335347268319,0.7309994545992966,0.7100665594354086,0.7232330838128964,0.5000496831793223,0.9880516303839635,0.2985781638973909
0.8327106379577531,0.8318302920882911,0.852008178839754,0.8523025313211694,0.8521021676643203,0.8527182589197932,0.8527152720952733,0.7181824667908252,0.7490979946431802,0.7751611042632154,0.7879626966757636,0.8070552048584754,0.9102522332926496,0.9140074856077829,0.9046281667421641,0.895104353516143,0.8927824794330166,0.29752133277029397,0.16350591060944894,0.11711931172342667,0.09022575669045321,0.07340008637477703,0.9564712710388859,0.9427917620137297,0.9414453013424737,0.9331823329558327,0.9140321686078752,0.9100662669611872,0.9089906232763381,0.9059369655509404,0.9000546149645002,0.8988496628322095,0.8905701161848155,0.888815134417524,0.8869752421959094,0.8860215053763442,0.7107317958961314,0.821312069590431,0.7939839544188194,0.8186236339714841,0.8565488565488559,0.8674514307589238,0.8864139720306273,0.9140321686078752,0.9331823329558327,0.9414453013424737,0.9500384319754034,0.9374288964732644,0.9374288964732644,0.9374288964732644,0.821179086965359,0.8211897099691509,0.8283434877246263,0.8183635795917719,0.8347425912847616,0.8472395594750852,0.8426911890858404,0.83677302618576,0.9009548887577454,0.8947908700278833,0.892460047132116,0.880792981532984,0.9364313623664706,0.9376968996494661,0.936722791334667,0.9251283910686012,0.9482981845383665,0.9451889804423883,0.9424211015404402,0.9354335178089961,0.8032167661752154,0.841675178753831,0.8160724391624219,0.8102811027093006,0.784292892401001,0.7913874743143028,0.8098777566189564,0.8190854870775341,0.8122089663845558,0.833515974036921,0.830881869396524,0.8243663850600269,0.8792844156566917,0.8446326762157558,0.8458082920549466,0.84313506466276,0.8320739806435684,0.8692253804931441,0.8651888256545736,0.8554461784293419,0.6277230963469906,0.7147333045487263,0.7375040475597955,0.8077170151074353,0.7836181592812104,0.834177620892287,0.8356552095227737,0.8382766946278222,0.5000555224696763,0.9564712710388859,0.07340008637477703
0.798926089178569,0.7985712257955375,0.8264907195225748,0.8260589757461819,0.8266433313043959,0.8263752968615312,0.8263763464190896,0.5788939176326658,0.5857689903796375,0.5909039660386906,0.5921250229762184,0.588482143369524,0.9652727660976985,0.9262447765439965,0.9191646750711093,0.9190068534126608,0.919503739195631,0.4301584670102021,0.11954047725638886,0.22529613413731017,0.17824365239342924,0.1473048882917564,0.9645390070921989,0.9731663685152059,0.9688334817453252,0.9560632688927939,0.9878934624697344,0.9960763798064347,0.9830585046306759,0.9654900414119506,0.9819494584837545,0.959128065395096,0.944991314418066,0.9452018176958032,0.9838522154760364,0.9920972644376894,0.9076220583069905,0.8437676254935134,0.8915173322882903,0.8481017991825726,0.9916451465897012,0.9787373241740267,0.9529231442960369,0.9596774193548393,0.9731663685152059,0.9645390070921989,0.9731663685152059,0.9731663685152059,0.9731663685152059,0.9731663685152059,0.9098389089667093,0.8693949302264936,0.8885469553008154,0.8679636453270616,0.9184584384118182,0.9330426686026316,0.9146049293728234,0.9344859445695187,0.9473098741953023,0.9662141394781607,0.9767852789634552,0.9801111998417154,0.9789112211897482,0.9611985814243627,0.9726278149078376,0.9708080265252527,0.9727313366115334,0.9759792684142333,0.966681474900043,0.9675698108733031,0.9234289088158227,0.9786372835619519,0.9954254345837151,0.9809657383289924,0.9569041336851358,0.9765475707915912,0.9299145299145296,0.9923989054423835,0.9432980752557658,0.9953395242862577,0.9823524583435933,0.9737107058955135,0.6176850608905048,0.7001488638342251,0.8690729764915657,0.8574081377289255,0.9239974222488007,0.869917760358434,0.8454597514701969,0.9502575577219503,0.6280405059118267,0.7197672708462016,0.705954356659137,0.8026014412046534,0.7753745766239251,0.841859757084013,0.8570678228198251,0.8433332390420002,0.5000512977468439,0.9960763798064347,0.11954047725638886
0.7882300623190559,0.7875701315616793,0.8254059786660906,0.8255246348422913,0.8255788707205088,0.8256399358576626,0.825639420426626,0.6005646195969799,0.6172599313063821,0.6287376199016801,0.6356898077667947,0.6497946817522485,0.9271280672296693,0.9158725005519763,0.9064178727593385,0.9066522333658613,0.9067349778960443,0.7420128422257586,0.24040836293605478,0.42109855623006365,0.32184344374115226,0.2715514052912701,0.8396501457725949,0.8847926267281107,0.9128367670364501,0.8687782805429866,0.8893463715903241,0.9264705882352942,0.9228920488684155,0.9112322024960451,0.9223378702962369,0.9547920433996382,0.9306584085094933,0.9128367670364501,0.9405178446466065,0.9632107023411367,0.8314511335654233,0.9989798000408074,0.9557522123893805,0.8936170212765966,0.8504983388704312,0.8355899419729205,0.8275862068965516,0.8520710059171602,0.8275862068965516,0.8275862068965516,0.8520710059171602,0.8275862068965516,0.8520710059171602,0.8520710059171602,0.8583040460963387,0.8731764912257962,0.8945118625751853,0.9046797476425864,0.882621941166288,0.873894838158308,0.875139406696271,0.8714235454344736,0.8824873214492538,0.8529878256250111,0.8514305662147879,0.8449532450123416,0.8637624653220364,0.8416609165076918,0.8805768593777868,0.8539321400685911,0.8396501457725944,0.8508124076809448,0.8547579298831384,0.8591885441527441,0.8448052391022574,0.9490036089753648,0.9020281883808867,0.9078719531145938,0.8565521743861308,0.914648670107186,0.8823529411764708,0.8562327458059042,0.9468892261001519,0.942992457463603,0.9767564248750112,0.9943892965041001,0.6077863616903867,0.8771351227960489,0.8043197256364362,0.9251930431987738,0.8126342636779682,0.9247364464060868,0.852620304432914,0.8977069523209458,0.6221039142495473,0.714300134259368,0.7111314497405308,0.7990131032016123,0.75727527984213,0.800189686273554,0.8035904154404181,0.8017932715242262,0.5000467495287098,0.9989798000408074,0.24040836293605478
0.8389790087198783,0.8379974302005779,0.8744508862464349,0.8748769651724198,0.8746053018679378,0.8750897651511476,0.8750873434307745,0.7197158401979917,0.7519369904060584,0.7625701242180432,0.7732477430634475,0.7920529569135377,0.9665609411010501,0.9632764394543258,0.9650368824927569,0.9605263460535405,0.9570768565386671,0.3282154060077552,0.9596070514547506,0.14352286414519416,0.11473046252039162,0.09439964968980553,0.9796156086196859,0.9637127578304046,0.945209328463051,0.9545970488081726,0.9197958439664611,0.9124302541847487,0.9143789073117693,0.9242886799365001,0.9241758241758239,0.9254701880752305,0.9364387120720046,0.9354038329911021,0.9348896299825313,0.9393149664929256,0.8501516322768625,0.9031870874001082,0.9253099741864499,0.9403652627655605,0.9497203699720369,0.9282560706401768,0.9422563130224944,0.9551391254968771,0.9692662312716104,0.9911608721272834,0.9980221518987349,0.9911608721272834,0.9882491186839012,0.9940898345153665,0.9033898798233976,0.9047498408164738,0.9037021047992433,0.8972169489353734,0.9479405405510801,0.934361086755769,0.9305245760554944,0.9435122884665506,0.9419457302155886,0.9296429243086692,0.94100526428944,0.9446691202933117,0.9494774375946442,0.9595472325829062,0.9423749239892387,0.9522602167382395,0.9679647036255516,0.9546318780886274,0.9597336156398916,0.9572680271882698,0.8853226420588169,0.8975171850968333,0.8932985708767871,0.8970843868520859,0.8781283649296828,0.909407665505227,0.9144144144144155,0.8892152255639092,0.8850670211587464,0.8989044268281818,0.896210287947073,0.9003990526554848,0.6459977229341113,0.906594436263845,0.8141067588729627,0.8770817124751202,0.9194247547091192,0.8656410428149289,0.8779777386719134,0.8720567156741806,0.6321050369007183,0.7273336289855407,0.7424818142269911,0.8228055270595295,0.7773222899535199,0.8300126160938881,0.8310031401701252,0.8351706349079064,0.5000465252630549,0.9980221518987349,0.09439964968980553
0.5577615996233266,0.5577344238096735,0.5460565250720709,0.5459921988034716,0.5460203486476515,0.5462319493967486,0.5462309863150322,0.5933103003058566,0.6262486293822106,0.6410488114528843,0.6511021586690752,0.6568842200118279,0.8373642690584804,0.8168428700110077,0.8014437949297213,0.7953019328632395,0.7895670506111581,0.07210751771552429,0.04932565238145464,0.026752340315822437,0.020094799271063144,0.016166744076793374,0.7816593886462888,0.8633440514469448,0.8463356973995276,0.9728260869565226,0.7622427253371179,0.883638928067701,0.8173515981735162,0.7893189612934828,0.9156010230179034,0.9728260869565226,0.9326964828484586,0.9748638458315876,0.9092888243831639,0.8979933110367894,0.5267287886218738,0.6559780119102151,0.6091395235780263,0.5440729483282675,0.5811688311688313,0.7649572649572642,0.9226804123711337,0.6532846715328471,0.9226804123711337,0.6532846715328471,0.6532846715328471,0.9226804123711337,0.9226804123711337,0.9226804123711337,0.534362778003484,0.5500938973614723,0.5460355520577853,0.5398826494409973,0.6859000370832612,0.6351343310634154,0.6679872878952554,0.6639645180275362,0.6648083203537151,0.6621088021501127,0.7498126131482534,0.6791023639332819,0.7266576454668473,0.7406896551724139,0.8003875246860668,0.6826719551495969,0.6603135567168764,0.6823379923761123,0.7509176717357101,0.6132937414344444,0.5304605518849593,0.6577427821522307,0.5996649916247908,0.5904992302617107,0.5693082427776305,0.6199675892091134,0.5897444884511589,0.6791487957769712,0.565669801140743,0.5462441314553991,0.5574354693720306,0.5442995792893738,0.5186589588160934,0.5419514819493271,0.701476473440711,0.6157840790321388,0.7369052669940226,0.7636320988027128,0.6455411402369143,0.7063574109585284,0.5383261817816857,0.5538098494391822,0.5627750440753612,0.558271484294565,0.5524341961481884,0.5726312020737071,0.5727521596748094,0.5725897851191515,0.5000469441368469,0.9748638458315876,0.016166744076793374
0.9924655779386521,0.9893166890170171,0.9167375662197088,0.9264128857559253,0.9159476418182846,0.9293407550605159,0.9292790634286598,0.9764308575775125,0.9276031856389084,0.9541704536343147,0.9588845463743876,0.9696567218253278,0.8426589757277755,0.929642854599664,0.928296564251611,0.9373760073293239,0.9466215011085597,0.020053062785766025,0.020479969315566508,0.006757960947866718,0.005076460812987036,0.004062546661406808,0.8792270531400963,0.8323170731707317,0.838709677419355,0.8125,0.9732620320855616,0.9409158050221571,0.889975550122249,0.9879372738238841,0.9285714285714283,0.9133211678832114,0.7844827586206902,0.7050059594755665,0.6084049665711563,0.5783898305084743,0.4546211490424647,0.7813254628387442,0.6650426309378803,0.5913521619595097,0.8157370517928291,0.9267982176957356,0.8171905067350871,0.7555350553505529,0.9479166666666667,0.7844827586206902,0.7844827586206902,0.7844827586206902,0.7844827586206902,0.7844827586206902,0.5898309082340878,0.5817583253366612,0.6659372451600742,0.49716203800321035,0.8026996527566732,0.6398282317870307,0.7005581371753342,0.7511539951278261,0.8009867852963378,0.7817164332309368,0.723869913200965,0.8040939669420133,0.8637190540219887,0.7872234237231737,0.8095213171217812,0.9572226488478328,0.7027027027027025,0.9062240663900413,0.8409472207706479,0.9479166666666672,0.6855551916148056,0.671717171717172,0.7818902842035695,0.9212598425196846,0.602649006622517,0.5374539500614001,0.875,0.8515052888527255,0.6978527607361966,0.9479166666666667,0.6137694069737842,0.6802926674089387,0.3529285828304451,0.4544975927301277,0.34515790545838115,0.4430123594252235,0.7174431184948497,0.863771271506266,0.7721043242303061,0.7833353863645802,0.6753280721196722,0.5926921113797607,0.4587052906572439,0.6983391751529628,0.6779281740329861,0.8817517119725335,0.7289726445298799,0.8451506398951129,0.5000498459964147,0.9924655779386521,0.004062546661406808
0.11958651252668115,0.12055507255889501,0.05662755180794206,0.0568342860220863,0.056418722522280376,0.05683467795397103,0.05683360621689683,0.65422030253517,0.34154898883608936,0.3119396260656408,0.17595305414864645,0.2589669960680846,0.12458136313462764,0.11917255613490149,0.10729324847470116,0.07304538915717847,0.07789282993015986,0.0004871547357538004,0.0002765026610428469,0.00016011949593133966,0.00012030643890951703,9.999999999999994e-05,0.035087719298245564,0.062499999999999986,0.022988505747126405,0.04166666666666658,0.05405405405405396,0.14893617021276587,0.285714285714286,0.04109589041095885,0.04999999999999999,0.05213270142180092,0.038461538461538394,0.047619047619047616,0.04320987654320984,0.06818181818181816,0.04958677685950401,0.011477761836441887,0.01511879049676024,0.032258064516129,0.019230769230769197,0.02462121212121207,0.01893287435456107,0.01685393258426963,0.025157232704402503,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.03686049257202285,0.028900892581091985,0.02618618970958489,0.02225830650508528,0.0187393119543234,0.04655869903700881,0.03988101746890631,0.02596893524906473,0.03013754822673631,0.06987728588073457,0.02727976802933088,0.014383233124215472,0.25118116742156177,0.026006927790312752,0.09942004971002481,0.03247571736425351,0.057347670250895974,0.6153846153846159,0.3715170278637765,0.02550800921122553,0.04433139534883717,0.02136115250869345,0.02275077559462255,0.030092592592592553,0.023048716605552626,0.028244788164088742,0.017259598450158484,0.017282277194171424,0.028837998303647104,0.037298387096774174,0.034240561896400325,0.028942953020134186,0.0035360727438572557,0.008588813774698558,0.014978681991680617,0.01704307251046503,0.036417774011555895,0.02393911204963561,0.020441044468601184,0.03356761392216951,0.020042620548451098,0.037268391006212445,0.029985814332118454,0.8275738543547559,0.10818479540471686,0.3476475144004509,0.2404336493857368,0.25458538666202624,0.5000492067556161,0.8275738543547559,9.999999999999994e-05
0.6090712331157634,0.6081712126512631,0.5943938143682177,0.594495925969601,0.5943696538593395,0.5944911372671983,0.5944905325694984,0.5583276866728009,0.5742435497281566,0.57676335934453,0.576286640658417,0.5744804148380329,0.9100191446120431,0.9984363958831068,0.9955356331880061,0.9977031282878123,0.9996477667950929,0.7707335966505261,0.2629464901386063,0.7156050955775334,0.668692581678383,0.6438601118232193,0.863013698630137,0.9912587412587406,0.8989298454221168,0.984375,0.8729792147805998,0.8574206092028515,0.7949526813880119,0.8741007194244608,0.7941176470588227,0.7953328232593722,0.8453224002981731,0.8076923076923069,0.7757255936675456,0.7590361445783136,0.3867944851357179,0.6897810218978105,0.5827338129496408,0.6475770925110138,0.6573913043478259,0.6687635148417534,0.651864625996982,0.702602230483272,0.7250639386189263,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.7745901639344266,0.7297297297297297,0.8565605628314901,0.8527198908965762,0.987343614888158,0.9257942794314756,0.9622996326120912,0.8174678931041541,0.9197049500833432,0.8136058035254192,0.7852376254749478,0.8856606179976676,0.7897794870047086,0.8026606245590958,0.8830915993380704,0.7751444268252785,0.8087118537279852,0.8350149972322708,0.8409343715239149,0.8840381991814465,0.8610478359908884,0.8602639963586709,0.7457255589653656,0.8039132284134416,0.7963483146067423,0.8777089783281731,0.75,0.7625909647669146,0.7916230366492139,0.9826689774696712,0.7242921013412812,0.9349823321554778,0.8065803964757705,0.8822188449848024,0.7591020166660705,0.4730460078496857,0.5067173378978409,0.7026305088040774,0.6508673505878984,0.716926256264773,0.6472276392145454,0.7859140302793469,0.4675939018991534,0.48777755176418924,0.52972809793167,0.5573453364044761,0.5230462509498408,0.5796228243447173,0.5768443636463478,0.5878702394869924,0.5000497413514939,0.9996477667950929,0.2629464901386063
0.8237468929933588,0.8230890789493719,0.8479620258186007,0.8479162729576126,0.8480896525677789,0.8482951126992047,0.84829398583954,0.6576948376367638,0.6801305509587402,0.6992741540232085,0.7060249670849642,0.7131023885367008,0.9833085760564158,0.9766355683608439,0.9749168529059908,0.9726680498899851,0.9769300182583555,0.8149349993039079,0.3566605403257928,0.4749083411618428,0.4038942926101524,0.352079855599341,0.9856938483547923,0.9856938483547923,0.9963846710050609,0.9942279942279939,0.9975868725868724,0.9927953890489924,0.9981890619340819,0.9896265560165964,0.9971056439942109,0.9993407172995787,0.9969854093814063,0.9927953890489924,0.9811819753839897,0.989942528735632,0.774707065924961,0.93962310934788,0.8973640250290205,0.9354199537665575,0.9956647398843927,0.9869774710248725,0.9590600180135922,0.9799586242565299,0.9948432343234328,0.9998999999999996,0.9927953890489924,0.9856938483547923,0.978693181818182,0.978693181818182,0.9394149633961201,0.9394315897331703,0.9451655615190523,0.9350139161268883,0.9423401483543905,0.9645152337252819,0.9660289437801927,0.9687366652534164,0.989587329184016,0.9899484850588983,0.9801214324088882,0.9950848533710326,0.9897740192070501,0.9977844157243512,0.9922791022396146,0.9850799849002485,0.9920181414057792,0.9894305594287095,0.9847141542592934,0.9892752733030484,0.8790702834636933,0.9232117089259944,0.9110470008414471,0.9027905659041007,0.8826228140733459,0.887314874436574,0.8836570172224258,0.8834362979368224,0.9254318929183463,0.9505633478960676,0.8899679471846154,0.93126524691765,0.7383407682970757,0.8099173627627849,0.9035675194428135,0.8487303693051083,0.8923065181869088,0.8789323894577523,0.8777426199110462,0.9225002460551271,0.6303954362485047,0.7218159803375668,0.7289301177523415,0.8139748975348722,0.7863630182540391,0.8456794152401518,0.8527238683950318,0.8483480492209285,0.5000485461407883,0.9998999999999996,0.352079855599341
