Models,Ability
LinearRegression,0.47203082000000024
BayesianRidge,0.4479797
SVR,0.5077341000000003
SVR.1,0.6911893499999994
KNeighborsRegressor,0.6576410499999996
DecisionTreeRegressor,0.6493813000000006
RandomForestRegressor,0.6902996299999994
AdaBoostRegressor,0.6542240399999998
MLPRegressor,0.6906016999999994
MLPRegressor.1,0.6797038300000003
Average,0.6065869299999997
Optimal,0.6984129000000002
Worst,0.45398068000000047
