2016094066,20170061991,20170110906,11219029,20170073517,20160157990,20170109549,20170059053,11500456,20170109941,20170023631,20180065054,20160155708,11410085,20170195538,11514190,20170026858,20170078596,20170062578,11508019,20170009712,2016066320,20170160793,20180161810,20180161794,20170108078,2016088480,11316792,2016077860,11511649,20160125825
0.5456,0.0,0.0,0.5456,0.0,0.0,0.0,0.0,1.0912,0.0,0.5456,0.5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0912,0.0,0.0,0.5456,0.0,0.0,0.0,0.5456,0.0,1.6368,0.5456,0.0
0.0,0.0,0.0,0.5456,0.0,0.5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5456,0.5456,0.5456,1.0912,0.0,0.0,0.0,0.0,0.0,0.5456,0.5456,0.0,0.5456
0.0,0.5456,0.5456,0.5456,0.5456,0.5456,0.0,1.0912,0.5456,0.0,0.5456,0.5456,0.5456,0.0,0.5456,0.0,0.5456,0.5456,0.5456,0.5456,0.5456,1.0912,0.0,0.5456,1.0912,0.5456,0.0,0.5456,0.5456,1.0912,0.5456
1.6368,1.6368,0.0,1.6368,0.0,2.728,0.0,2.1824,2.728,0.0,1.0912,0.5456,2.1824,0.5456,0.0,0.5456,1.0912,1.0912,0.5456,1.0912,1.0912,1.6368,1.6368,1.0912,0.5456,1.0912,1.0912,0.0,1.0912,1.6368,3.2736
0.0,1.6368,0.5456,1.0912,0.0,1.0912,0.5456,1.0912,1.6368,0.0,0.5456,0.5456,0.5456,0.5456,0.5456,0.5456,0.5456,1.0912,1.0912,0.5456,0.5456,0.5456,0.5456,0.0,0.5456,1.0912,0.0,0.0,1.6368,1.0912,1.6368
0.0,2.1824,0.5456,2.1824,0.0,2.1824,1.0912,1.0912,2.1824,0.0,2.1824,1.0912,1.0912,0.5456,0.5456,0.0,0.5456,1.6368,1.6368,1.0912,1.6368,2.1824,1.0912,0.5456,2.1824,2.1824,0.0,1.0912,2.1824,2.1824,2.1824
2.1824,2.1824,0.0,2.1824,0.5456,1.0912,0.0,1.0912,1.0912,1.0912,2.1824,2.1824,2.1824,1.0912,2.1824,2.1824,1.0912,1.0912,1.0912,2.1824,2.1824,2.1824,2.1824,0.0,0.5456,2.1824,0.5456,2.1824,2.1824,2.1824,1.6368
2.1824,2.1824,0.0,2.1824,0.5456,0.5456,0.0,0.0,0.5456,0.5456,2.1824,2.1824,2.1824,0.5456,2.1824,2.1824,0.5456,2.1824,0.5456,2.1824,2.1824,2.1824,2.1824,0.0,0.5456,2.1824,2.1824,2.1824,2.1824,2.1824,1.6368
2.1824,2.1824,0.0,2.1824,0.0,0.5456,0.0,0.5456,0.5456,0.5456,2.1824,2.1824,2.1824,0.5456,2.1824,2.1824,0.5456,2.1824,0.5456,2.1824,2.1824,2.1824,2.1824,0.0,0.5456,2.1824,2.1824,2.1824,2.1824,2.1824,1.6368
1.6368,1.6368,0.0,1.6368,0.0,0.5456,0.0,0.0,0.5456,0.5456,1.6368,1.6368,1.6368,0.5456,1.6368,1.6368,1.6368,1.6368,0.5456,1.6368,1.6368,1.6368,1.6368,1.6368,0.5456,1.6368,1.6368,1.6368,1.6368,1.6368,1.0912
0.5456,2.1824,1.0912,1.6368,0.0,1.6368,0.0,1.0912,1.6368,0.0,0.0,1.0912,2.1824,1.6368,1.6368,1.0912,0.0,1.6368,2.1824,2.1824,1.0912,2.1824,1.0912,1.0912,1.0912,2.1824,0.5456,2.1824,2.1824,2.1824,2.1824
