LinearRegression,BayesianRidge,SVR,SVR,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor,Optimal,Medium,Worst
0.5426420426413512,0.5434131632677419,0.58851134906075,0.9229270741067317,0.835236306544998,0.7552934236627963,0.7503112605243389,0.872512514819955,0.7901204978079296,0.6289465961821434,0.9999298123159549,0.5000065931610587,0.00010916896297572106
0.06309882395011897,0.06348401268756157,0.07398052107368266,0.1546774411430923,0.20248956077623131,0.3512630019058084,0.41878222974582874,0.12654781366611706,0.1244280537173301,0.07935175800669424,0.9999661270045469,0.5000832101990632,0.00010628687052230016
0.8644324375622718,0.8622623891284266,0.8490131009972697,0.9835074078104085,0.9974733367503412,0.8694990595559488,0.8742029091885248,0.9130083304573182,0.9747278034921373,0.7935612675530668,0.9999487845414644,0.5000605985368027,0.00010461721459354105
0.47338099665605815,0.47538242697419,0.5037583500254837,0.49848442038206087,0.4961776331550269,0.27148451434107457,0.38964712510790783,0.4475973484410353,0.5225614333099534,0.3345004006639828,0.9999181321373991,0.5000667112022578,0.00010649188301073812
0.7307520745667343,0.7273177010626881,0.6312205695884051,0.5147203219562043,0.6580213350507474,0.4940710511351468,0.54570787686591,0.6742904715052845,0.6814931737298785,0.8009373288579754,0.9999980351914735,0.5000737265027839,0.0001026328557568435
0.5401376038144626,0.5409133106582411,0.5858074627244888,0.915235552386567,0.7936692493952857,0.5571221415926988,0.8217531282731555,0.8781443117261652,0.7917565538578117,0.623972881097859,0.9999540272991959,0.5000633574426692,0.00010540437295114362
0.07712157297428078,0.0772504772026014,0.07286248394349597,0.04550136600753847,0.03393989630177277,0.024567348956756378,0.02665687272580356,0.04318440143095299,0.038424639779816055,0.04801888521418696,0.9999959647931025,0.5000689522911198,0.00010265335986350124
0.6578968045302555,0.6611328194409893,0.7247841855500743,0.9549678933158813,0.7381844911145222,0.7075738697777952,0.7549387673540104,0.7837699003462587,0.8733867144548617,0.5221672482629038,0.9999978399537908,0.5000508137327484,0.00010405336955778214
0.5767682234517171,0.5760079951897868,0.5541986822607705,0.49073940158472223,0.7094474645331936,0.9243155818393838,0.8593591880509317,0.9243155818393838,0.9837935168774458,0.6023155134724382,0.9999229456961628,0.5000597440870873,0.00010162604791383295
0.5702982253428439,0.5700965357260186,0.5718133992462787,0.6112065706854156,0.5980387704059058,0.5947720695317119,0.5602752942897473,0.6159831237224097,0.6389130860673973,0.6186734869627337,0.9999439874608231,0.5000170206185592,0.0001076602113149203
0.6286136907696521,0.6323367651845205,0.7298364997708419,0.7638124128019756,0.5596273045538441,0.772590292141787,0.8981670666638669,0.8160173177887189,0.7439655643137213,0.722753599299619,0.999929009542101,0.5000836943768002,0.00010451603292611595
0.7259685385857378,0.7226980831147415,0.6313877014079423,0.5220101369112229,0.6960997668469466,0.631295000885822,0.6072194072580868,0.6529126748071077,0.677760491748091,0.7986691649572297,0.9999719536161465,0.5000302320659481,0.00010182893592559748
0.6291664365837251,0.6289349060513895,0.6407260004220015,0.7816581888930754,0.929564800470036,0.7448615482164201,0.8082141676784179,0.8089031832655401,0.871941762411776,0.749252017894367,0.9999060144665541,0.5000263768928582,0.00010736935936154998
0.5645471101566523,0.5650749564332105,0.6013879086591409,0.8715950030928945,0.7718084078470379,0.4000495618426495,0.49520456904184107,0.9718169397158836,0.9433821449523706,0.6592119771047716,0.9999159022111088,0.5000544511801992,0.00010097669376827311
0.25253063368714324,0.25389081981756345,0.28499336546334675,0.4745720921413207,0.4221578661176569,0.33349290060322073,0.43624181609070395,0.3649826369303611,0.4308116807540711,0.22961342858077188,0.9999507342593741,0.5000725692381687,0.0001006230445543936
0.8227207320812605,0.8129280278851393,0.557843367650818,0.27612594589161316,0.309841128389924,0.4539582948713341,0.7059425447561809,0.2654328377607801,0.3036096569077526,0.7062795125187938,0.9999512112047336,0.5000539025800748,0.00010603526775867779
0.6182331643678024,0.6169435446702375,0.5802748045721611,0.4904701800681975,0.9597428182864574,0.9657300774846898,0.9706547468536334,0.9657300774846898,0.8920534055461443,0.6592946554803965,0.9999795106532874,0.5000271308753275,0.00010682599355091478
0.8473110071420064,0.8415407922484356,0.6913281605192562,0.5334667132690459,0.7689674962197184,0.8872377233474062,0.9725850412719411,0.7951234955988385,0.8584634828204232,0.9911447582109308,0.9999914021605673,0.5000258292997586,0.00010868040218081085
0.34573778547587747,0.3472159519066217,0.4100470234041479,0.8549265152848865,0.561268013429191,0.3443028246273081,0.4091575401719181,0.5197421164102763,0.5756661869848521,0.34557779461132376,0.9999089336658202,0.5000340164861866,0.00010391544623610914
0.15982298983157445,0.16059265219588673,0.17515215883290827,0.21956138811808204,0.23326927231993955,0.15344335944333837,0.2832318047161852,0.183300008742413,0.19370148523842778,0.12374927087287532,0.9999599526590408,0.5000021478453353,0.00010906781972225029
0.8781108226009875,0.8770081383011723,0.9189262781556992,0.6844867899823357,0.5104926232529363,0.36951940877467493,0.4009480985009468,0.6495399447918633,0.5780384731512861,0.7228375139938498,0.999912896875569,0.5000673006163607,0.00010029289834132347
0.4225965605315846,0.42471808777034276,0.4679821722410628,0.648786461977708,0.9596701703589843,0.830352798053404,0.763051843969273,0.5234259927658413,0.874184328520143,0.3439905142838954,0.9999034300118148,0.5000730756684328,0.00010904035627013718
0.5522477911538807,0.5526620610056637,0.5808741098674105,0.7709661864186547,0.9366886459390524,0.4855115318530807,0.7052524724394249,0.8679583669950426,0.8871870871767473,0.6246403336752292,0.9999350408352469,0.5000520469576932,0.00010939170146997215
0.5087953248739405,0.5093855348213593,0.5392868370181237,0.7053690415619503,0.5932018119648229,0.6136917295463675,0.8630969262571456,0.8101882543311988,0.8389294386183773,0.5494774957601575,0.9999547015034146,0.5000294146155759,0.00010733141748662172
0.5274639927767352,0.5277898920601116,0.5473583693560023,0.6585895510320764,0.6575715162741641,0.7198982981518932,0.6781080857814058,0.7091218301463708,0.7322420813030859,0.5688301033891632,0.9999345540065017,0.5000320117747699,0.00010022111920390406
0.9907349237922697,0.9845796025592505,0.855390560638698,0.5970983576550327,0.8094955911771782,0.5690318631592621,0.6873555631892574,0.8376197771689441,0.8078497773639937,0.7624655281660123,0.9999080054889855,0.5000635024538418,0.00010554130855579903
0.5951821632519043,0.5938491454532416,0.5516477202710476,0.4707960181580754,0.4544049171542908,0.627728859946819,0.5017866504594091,0.49541387782998214,0.45133624449701715,0.6076155809274743,0.9999498918703713,0.5000347588078716,0.00010571331960203332
0.14243195433839287,0.14328125258343435,0.16572393855507478,0.33198909749015226,0.15931537546899013,0.5991251408236343,0.21372529259640163,0.25225220089129013,0.19118186446151963,0.16706869728513787,0.9999476009726979,0.5000043877146184,0.00010071719280756766
0.9873219200841261,0.982001549901091,0.8813848134435852,0.6569777450723487,0.6369004991304362,0.6828863158253968,0.6802998694124691,0.7483113607438945,0.7702258964875873,0.9994275116553569,0.9999255403238542,0.5000249006799214,0.00010123819223025138
0.027518476606585733,0.027618762563236376,0.028464748509295267,0.02394504778174119,0.01860317921157051,0.016640547866103222,0.02220826361084725,0.022153054123644333,0.025902504068766586,0.018586634066348875,0.9999052107055818,0.500066222858969,0.00010576567927395343
0.6902870619542488,0.6872362112309303,0.5973854019055511,0.45605507100161075,0.4022492415846599,0.36978854699435226,0.3917189394739217,0.4923769489155575,0.4168633571384614,0.7216491697354174,0.9999890220644232,0.5000492609387863,0.00010069385408463358
0.4813162740066767,0.48215563663057226,0.5210439161252329,0.7386327094546925,0.54714361136645,0.44158447286143465,0.44675509766132293,0.7700593616397015,0.6002390264173714,0.5145852324619948,0.9999340115609449,0.5000758544661544,0.00010879224369473796
0.5705115544064562,0.5740627386047672,0.6732722656335518,0.7536282811053227,0.7041398037710153,0.7103784281519905,0.9654473677823702,0.8933317391398173,0.9279833692324571,0.7547751283721148,0.9999402607266706,0.5000047677847165,0.0001057184501602388
0.5456940893429737,0.5458260428465765,0.558977460841467,0.6459667187572089,0.651385383196263,0.6647431684973836,0.6492655399456686,0.6753505088012132,0.6762331912639055,0.5922491692473252,0.9999531452355657,0.5000066552548296,0.00010245762613077598
0.4817635154147561,0.48672592342170007,0.7299177029895709,0.5573710182873082,0.6420802981158645,0.4812723154557828,0.6864395422131888,0.5965384940686382,0.6053960260706445,0.4042355232070725,0.9999978261471504,0.5000128203024476,0.00010474826429554607
0.6555644510576348,0.6623471974804784,0.9964158254523325,0.5361591341970099,0.8592286167584846,0.48587152574647025,0.6273232551900932,0.7982848042618068,0.7668243547044472,0.551166132483007,0.9999929725505481,0.5000714069804658,0.00010793571897350828
0.4150822186471775,0.415980968307714,0.450092945544095,0.5769485115426058,0.5021275277121494,0.3966782388612462,0.47003649165293104,0.5073179431783539,0.5342432407500605,0.411006654557128,0.9999548080050458,0.5000915136858436,0.00010921313150164911
0.31432534006303553,0.3177494491482166,0.4966484245998206,0.45095932543109485,0.31571185715013894,0.13699982323024434,0.1711258057920507,0.31963745281059236,0.20181897093312692,0.270707836879411,0.9999296703918418,0.5000023011282441,0.00010185371353765752
0.5154926627110712,0.5182263723852489,0.5792470178110757,0.9270465507128194,0.7926651210994421,0.9280645899245623,0.9012601257157239,0.7178425486534618,0.9492627425212066,0.4545466815968871,0.9999048782548925,0.5000348509083038,0.00010508591544706693
0.7297369525290229,0.7285345664726137,0.7193531390594406,0.7883628942511349,0.9440535270079248,0.9508494299095848,0.8251010973944638,0.8264402806560531,0.7636346034288295,0.9382188666593831,0.9999077373961298,0.500023635379251,0.00010196909417597348
