FA2,FA,IRT,dataset,M,N
5.045534431313225,4.782914324931168,2.2328022289861877,stats101-9,5,52
5.188987160176975,2.8132378960878524,2.234784504346282,stats101-9,5,52
5.1045984270593605,4.813006692667305,2.205411396311775,stats101-9,5,52
3.434290868845781,4.416275617907363,2.2176345073125336,stats101-9,5,52
4.652504426269081,2.7975277794374502,2.2911411390452705,stats101-9,5,52
4.899758462963419,2.8968096317370824,2.3233175389400467,stats101-9,5,52
4.750299910924238,2.7405760987600143,2.2836293470240743,stats101-9,5,52
4.537711533981427,2.717502413713702,2.332200005272493,stats101-9,5,52
5.0113403812233654,2.88025961503011,2.154774617599257,stats101-9,5,52
3.590016120506406,5.099553726371873,2.2830023838882796,stats101-9,5,52
5.6428685901490745,2.7202224981695893,2.2164934776601948,stats101-9,5,52
3.5019360148880017,2.9708144620354657,2.2123990104148397,stats101-9,5,52
5.099278591723934,2.73870922352842,2.2766263197138015,stats101-9,5,52
4.42266098195413,2.7052365479432905,2.425919749501995,stats101-9,5,52
4.913563521757487,5.099640942821737,2.318923823697806,stats101-9,5,52
4.6296934212500584,4.476307629070325,2.1762320272874884,stats101-9,5,52
4.438708419383522,4.543060494091486,2.1582632983230368,stats101-9,5,52
5.1920169657044095,3.1376146356492955,2.1823880740334305,stats101-9,5,52
3.40176646899634,2.9862261360870725,2.177651619638004,stats101-9,5,52
4.754181200427608,4.407296485159575,2.4156388704791034,stats101-9,5,52
3.210441294454621,2.7280606656844126,2.3015135071402177,stats101-9,5,52
3.1450099777025877,2.8861469890543443,2.226701238583846,stats101-9,5,52
4.0341488072963365,4.743502227602819,2.2394115415457434,stats101-9,5,52
4.565537774619221,3.582042590939007,2.240878816675999,stats101-9,5,52
4.962508132285751,2.7845659618593617,2.27641365766818,stats101-9,5,52
4.595137263256207,4.523310503901524,2.317238922611146,stats101-9,5,52
3.5636199213311244,5.1488837667383365,2.274492057476098,stats101-9,5,52
3.4007079236498194,4.71411986118652,2.194561900191884,stats101-9,5,52
5.365289534384004,4.725363439512459,2.185993689584555,stats101-9,5,52
4.804828107671831,2.7461523747166616,2.2918802794792974,stats101-9,5,52
3.9563136472958633,2.7972708159722197,2.3059429832268505,stats101-9,5,52
3.1307833408069463,2.847427784591123,2.320717971533056,stats101-9,5,52
5.61205229021916,2.7166552938369612,2.235713831070324,stats101-9,5,52
4.189400157593651,4.523086432341202,2.2522411393469763,stats101-9,5,52
3.202841792698366,4.81953971297972,2.3323854122447045,stats101-9,5,52
3.360161665256988,4.409769167266381,2.2893155383805706,stats101-9,5,52
4.6642400996402165,2.7691200901101247,2.2540700632599124,stats101-9,5,52
3.5928638815984333,2.752965722054407,2.216087282909427,stats101-9,5,52
5.20678746176075,4.5997172861952444,2.2411796989353143,stats101-9,5,52
3.6037953692178997,2.77818667227687,2.2687915540286876,stats101-9,5,52
3.760143455299989,2.7358511363307416,2.236200058740485,stats101-9,5,52
4.196083849205655,2.873785084892315,2.306457881367289,stats101-9,5,52
5.049778322675898,2.7845563297136255,2.3839752360623914,stats101-9,5,52
3.409742394998467,3.0914499499304835,2.271698052313541,stats101-9,5,52
3.1065570408243164,2.8216773585771557,2.4922269942849824,stats101-9,5,52
3.6128989427687586,2.8227856517348444,2.2424134971207126,stats101-9,5,52
3.1857900447533423,4.782253405269106,2.1412431703088206,stats101-9,5,52
5.571618271022777,2.7424791172369023,2.158667931392593,stats101-9,5,52
4.839402825162024,2.814755807723807,2.2367142847796524,stats101-9,5,52
4.401845692320301,2.698090679884594,2.1804421888247183,stats101-9,5,52
