FA2,FA,IRT,dataset,M,N
3.8310761354765024,2.004674728310673,0.8758762195912382,errors-2,54,9
2.256620488391927,1.979626004318071,0.9739434180377422,errors-2,54,9
2.4585963267692854,3.750528279350137,0.9646228015812752,errors-2,54,9
3.818417921993369,1.9489513220971164,0.9159485440517516,errors-2,54,9
2.1984109893926624,3.817470327416621,0.9421793184216943,errors-2,54,9
2.2847969948463347,3.816931300681055,0.8751179139840354,errors-2,54,9
2.363219278073676,3.6421994083310762,1.0208228592232844,errors-2,54,9
2.085963332180709,3.709653846733698,0.9162544222926008,errors-2,54,9
1.9204543665898681,3.6360136948204973,0.8551625896382631,errors-2,54,9
3.9833640689729517,3.7568391209461907,0.9314834127533537,errors-2,54,9
3.7639301451939526,3.701421434994428,0.8641729145589698,errors-2,54,9
3.78782137835843,3.6881609250519913,0.9553054056373685,errors-2,54,9
1.8316816890022571,3.7577630709720076,0.9265095371297323,errors-2,54,9
2.2880708382336508,1.957857737764753,1.2648795068401761,errors-2,54,9
2.369204980478284,3.6775195939454015,0.8821905959109664,errors-2,54,9
3.689335522757011,3.79323665273775,0.9455887194485373,errors-2,54,9
2.1844507721613127,1.9680200407833268,0.9057781905787122,errors-2,54,9
2.1716947939288977,3.7603141544347416,0.9149315387890824,errors-2,54,9
1.9737182059976142,1.9650193028304181,0.8729894044002005,errors-2,54,9
1.8589534510301164,3.836962901485867,1.096703526231376,errors-2,54,9
2.2310622695263307,3.8152491628853236,0.9167188375116503,errors-2,54,9
2.3559702266972944,3.7133567985655977,0.8867866960338635,errors-2,54,9
2.2357137959428144,3.73953366374921,0.944144478553911,errors-2,54,9
2.2492598115575544,3.8001233973813724,0.909350773235786,errors-2,54,9
3.828717264184631,3.8332964391022775,1.2124994497155002,errors-2,54,9
2.273272927804067,1.9275283928322726,0.900098401856962,errors-2,54,9
1.884496238139577,1.9371764107716376,0.9305904067935228,errors-2,54,9
2.1445417582802735,2.0846271056658283,0.8274236415040089,errors-2,54,9
1.90279422302275,1.964380605308714,0.8804152231098803,errors-2,54,9
1.9128672700776774,2.0130332660973878,0.9892676716450635,errors-2,54,9
2.332911137527625,1.9534522747275174,0.9268265365742951,errors-2,54,9
2.1796210874844384,1.9216866161504875,0.9003489821597158,errors-2,54,9
2.24389922704117,3.795911630504869,0.9568907029852672,errors-2,54,9
2.237228284103688,3.6503150015767387,0.8964378352863194,errors-2,54,9
3.401986523487863,3.592863662955815,0.8284489408551028,errors-2,54,9
1.9516389853987777,3.6075348966710292,0.8631552292268282,errors-2,54,9
1.8742255092974491,1.9407135179754085,0.921145032683643,errors-2,54,9
3.7136091962242497,3.75780879466354,0.842977634914782,errors-2,54,9
2.090769379070859,3.79596416258254,1.0041237847378925,errors-2,54,9
2.1944966316040975,1.9425469791841583,0.9885557645469637,errors-2,54,9
1.8426959118880615,1.9169084853767782,0.8448499414381301,errors-2,54,9
4.043987930624141,1.918541859126289,0.8898191570363833,errors-2,54,9
2.0507825505165482,3.6882737388162736,0.935239647372807,errors-2,54,9
3.989572933333889,3.6829165028112456,0.9183510539877447,errors-2,54,9
3.7618625010168794,3.712109107791509,0.9769127743412178,errors-2,54,9
3.4727367347666194,3.5174919350857996,0.8776419199669856,errors-2,54,9
3.9870278438355724,3.8595976157722407,0.909706749414743,errors-2,54,9
