FA2,FA,IRT,dataset,M,N
4.259083809933372,3.9055417111914155,1.9925885481395964,stats101-12,4,34
2.749623562155567,3.5450931339432508,2.090960247098135,stats101-12,4,34
3.43931386126986,3.968272122780061,2.067007400542006,stats101-12,4,34
2.052372830022458,3.7602942920502276,1.9812398233646964,stats101-12,4,34
1.6062166415522179,3.9735509664014392,1.9794589278241879,stats101-12,4,34
3.441955081986423,2.0899489735375143,1.8980641799680793,stats101-12,4,34
3.1878202722092643,3.8087100985852125,1.9930469794598484,stats101-12,4,34
4.777873269494107,3.840987302690299,1.9790075683631754,stats101-12,4,34
4.636863709007795,3.840987302776319,2.169506570795105,stats101-12,4,34
4.585075820853952,2.4259507926556063,1.9588030246261228,stats101-12,4,34
4.693950415930895,3.889403109048556,2.010261441385865,stats101-12,4,34
2.3958822411248706,2.197614608607381,2.0227709462398065,stats101-12,4,34
3.4947031745079373,3.5749530990615543,2.018006883173988,stats101-12,4,34
1.765328294853869,2.0899489735374357,1.9512757277361485,stats101-12,4,34
3.761554200910742,3.8571259048288375,2.019510298667493,stats101-12,4,34
4.622272823368341,3.1823628281503114,2.11242700439401,stats101-12,4,34
3.627408451583489,2.2459320492405053,2.0447964067176314,stats101-12,4,34
4.625513516552672,3.987410266838522,1.9198257205201839,stats101-12,4,34
3.878177545162091,3.7522249910780974,1.9742612721665433,stats101-12,4,34
4.069398682149112,2.379338589295022,2.0121701844877706,stats101-12,4,34
4.649482906918023,3.85712590500376,2.1028102766910766,stats101-12,4,34
5.622358077740344,3.7683635931832287,1.9221784280186702,stats101-12,4,34
4.113098375904036,3.776432894243027,2.1072020627733705,stats101-12,4,34
4.593420205692095,4.07395726017559,2.1257035033910543,stats101-12,4,34
4.66777015405389,3.760294292138682,2.0423861710508673,stats101-12,4,34
3.971052793277933,3.8248487006039245,2.0548233487022696,stats101-12,4,34
4.204693614301659,3.768363593206913,1.934473818350761,stats101-12,4,34
1.8643034000844079,3.760294292308693,2.0165246265936485,stats101-12,4,34
4.501573464909909,3.832918001684333,2.0085567808636298,stats101-12,4,34
3.630969658812509,3.8167793995338624,2.0015287625849654,stats101-12,4,34
4.932861239660603,3.8490566037621345,1.9284979692477906,stats101-12,4,34
1.8435615423847898,2.08994897353752,2.1381849617996522,stats101-12,4,34
4.659905192050826,3.7360863889446634,2.04757799615591,stats101-12,4,34
4.071851978207489,3.881333807997526,2.2663182798220705,stats101-12,4,34
4.263971907750049,4.002373323839495,2.004874150993856,stats101-12,4,34
5.497000481241834,3.7683635931990125,2.020184080734569,stats101-12,4,34
3.4732126709656024,3.75222499111202,2.025331421917171,stats101-12,4,34
1.7391737420001683,3.744155690113387,1.9998164420136093,stats101-12,4,34
4.184188061343908,3.7925714963805417,1.9866069238391257,stats101-12,4,34
4.197643198237069,3.8974724101143186,1.9922410981223322,stats101-12,4,34
2.001353438405081,3.7764328942778764,1.9091329270131776,stats101-12,4,34
4.511005125518659,3.8248487006584,1.941942060762557,stats101-12,4,34
4.039762594966492,3.832918001772498,1.9331243312313964,stats101-12,4,34
1.7423143072871334,2.0899489735374748,1.901002925459419,stats101-12,4,34
3.9517079661048946,4.012226850429702,2.002012587554665,stats101-12,4,34
4.206748230999224,3.832918001638834,2.1448644009063367,stats101-12,4,34
2.3016047755808295,4.003616182346883,1.9890647622828226,stats101-12,4,34
3.5123830739006205,3.8006407973804652,1.91794610221906,stats101-12,4,34
4.847887423225872,3.857125904949519,2.0143763394978214,stats101-12,4,34
4.6122546053261715,2.091168374638772,1.9121387376589283,stats101-12,4,34
