FA2,FA,IRT,dataset,M,N
2.0470024774752327,2.2331328040187435,0.6696364655981757,stats101-15,5,23
1.9600596237654968,1.5287224966172617,0.6282278656383464,stats101-15,5,23
2.318632937748893,2.182233989137719,0.6547228491244211,stats101-15,5,23
1.4871102929909843,1.5239484870513618,0.5837263988829432,stats101-15,5,23
2.3055773672835054,2.1275908114803315,0.7349663414380768,stats101-15,5,23
2.0805970323594227,2.206230123117413,0.7857043560643013,stats101-15,5,23
2.1832487232996978,1.5273556570668685,0.7600347931671096,stats101-15,5,23
1.9495763993028667,1.738833054420053,0.6459879577914862,stats101-15,5,23
1.6341025684201302,2.0703324946148234,0.7281030887917009,stats101-15,5,23
2.318713908541606,1.7590458450809092,0.6512727510912145,stats101-15,5,23
2.37200698369821,1.6124966624869241,0.6584351687136901,stats101-15,5,23
2.314922853254531,2.026460602201588,0.7631832066036283,stats101-15,5,23
1.9568062997017437,2.164729094486285,0.7098310648628662,stats101-15,5,23
2.0588750265340616,2.182108935371603,0.6326175076418341,stats101-15,5,23
1.9690540886075731,1.5134064238324676,0.6713425635681254,stats101-15,5,23
2.044697596698256,2.215563456424696,0.773636632361867,stats101-15,5,23
1.6055282820064454,2.12695676509459,0.6568642019755746,stats101-15,5,23
1.5191957100273028,1.5142287159096952,0.7070340133034545,stats101-15,5,23
1.6674170297592847,1.525404606243312,0.5884001375370084,stats101-15,5,23
2.1206076220031984,2.147639480917897,0.8032457449979754,stats101-15,5,23
2.04715021397985,1.950879175064498,0.7330344896853018,stats101-15,5,23
1.8880840366223182,1.77144168236777,0.7489414220682566,stats101-15,5,23
1.8578864448870451,2.1864085805351614,0.6534222401343358,stats101-15,5,23
1.776098121442435,2.084752834843667,0.7342291980229823,stats101-15,5,23
1.5396027004798836,1.961031076555786,0.6138268802177818,stats101-15,5,23
1.8454940679470817,1.7553483053853853,0.7258564770509028,stats101-15,5,23
1.9936406936933424,2.1814430277901278,0.6973579377196811,stats101-15,5,23
1.4006955610326264,1.5190918378627853,0.6456628867068295,stats101-15,5,23
1.9490478337591797,1.8731634919881053,0.6319138745280077,stats101-15,5,23
1.9808673251520077,2.1081001112468565,0.7377435074621095,stats101-15,5,23
2.1222490970271357,1.7337442268525716,0.7394267012480065,stats101-15,5,23
2.381823490104135,1.502046137315793,0.6911872086099253,stats101-15,5,23
2.3014314586800912,2.0447081703140864,0.6937924593424888,stats101-15,5,23
2.0281443431919035,2.07138683414107,0.772895726266119,stats101-15,5,23
2.1494778787977937,2.1626609042388525,0.6683285146624057,stats101-15,5,23
1.665612703604197,1.6561490379715595,0.6191935825807943,stats101-15,5,23
1.9391527957687198,2.0597052365870665,0.6424631271509917,stats101-15,5,23
2.318213136232444,2.180820147781463,0.6488361077864553,stats101-15,5,23
2.3049659015831154,1.5276069370851646,0.6258790828582292,stats101-15,5,23
2.339996927078727,2.1902302509851914,0.67359192869292,stats101-15,5,23
1.68309221805811,1.5991744331160236,0.6742243332768567,stats101-15,5,23
2.0343808960171317,1.538312591134008,0.6481206365856433,stats101-15,5,23
2.1005671073917016,2.210488387943194,0.6482978030300467,stats101-15,5,23
1.6492125982316272,2.105318641341383,0.7106737282981255,stats101-15,5,23
1.9504301505258934,1.5689406987458347,0.5748737616458657,stats101-15,5,23
1.7652467339620954,1.5420290538384267,0.6030222253632953,stats101-15,5,23
2.177178714274669,2.1666954420028475,0.7397546145782377,stats101-15,5,23
2.308341377365027,2.1311083353844618,0.7072724375795514,stats101-15,5,23
2.1455617917047514,1.5517967502870715,0.6486219138021531,stats101-15,5,23
2.168190154881004,2.0409869504903098,0.615155904232066,stats101-15,5,23
