FA2,FA,IRT,dataset,M,N
1.915905480248266,1.8156726521640738,0.937369274096469,stats101-5,12,60
1.9440030807534743,2.9819971350349883,0.9579246327797593,stats101-5,12,60
3.087251125939379,2.947212056243651,0.9763700202371788,stats101-5,12,60
3.1072222231836193,1.8498055128415627,1.0115935351449317,stats101-5,12,60
1.9087488444815963,1.8208497064337759,1.0325526466692274,stats101-5,12,60
1.9326513463145836,1.842666966213192,0.9387380423024017,stats101-5,12,60
2.023072436361807,1.8264765477112341,0.9644222190792962,stats101-5,12,60
3.2847476498482764,1.8946109745678246,0.9634813063167067,stats101-5,12,60
1.926164505546244,2.942613316538616,0.8987512353636313,stats101-5,12,60
1.748136531812796,2.9635746872553943,0.8997612397064221,stats101-5,12,60
3.065955986569774,2.9623686472485664,0.995698663176902,stats101-5,12,60
3.1116059285732,1.8207183185411573,0.9382649189623687,stats101-5,12,60
2.324171659510581,1.8849187855875635,1.0720270976180506,stats101-5,12,60
2.908715775203069,1.8664132531490298,0.942257619606864,stats101-5,12,60
3.096671123672839,2.9258165136784804,0.9773599020299963,stats101-5,12,60
3.2604805072632272,1.840511471292425,0.9161887456250886,stats101-5,12,60
3.001528709632086,2.972366009239736,0.9129280921792016,stats101-5,12,60
3.233551062590684,1.845887081881378,1.0221812724946957,stats101-5,12,60
3.1791645146995293,1.8130473748041043,0.9407640728125962,stats101-5,12,60
2.0006614301054495,1.813758374496099,0.9618501018198896,stats101-5,12,60
2.0031299059477377,1.84948622700476,1.0747339342873397,stats101-5,12,60
3.083613978285716,1.8772503106918854,0.9218065438736225,stats101-5,12,60
1.8624176583132632,1.8447081906696488,1.0492784159855368,stats101-5,12,60
1.9357046508616884,1.8562972210660509,0.9235639434620397,stats101-5,12,60
3.2741142513776067,1.8145159754740194,0.9414590747093285,stats101-5,12,60
1.9869625589104887,1.8430800231950482,0.9524799752754944,stats101-5,12,60
1.8461886390732816,1.839896837211576,0.9213501063909121,stats101-5,12,60
3.2728072769586762,1.8173940413075522,0.977465776232745,stats101-5,12,60
2.5612815852533313,1.8142577073990274,0.9321475929470923,stats101-5,12,60
1.773843476645426,1.8313209907974342,0.9976657523167745,stats101-5,12,60
3.0262326481802897,2.901464478283648,0.9274151467541096,stats101-5,12,60
2.4437270561565327,1.8542236902753633,0.9575773048275158,stats101-5,12,60
2.036323066152131,1.8384725142333291,0.9392328592886199,stats101-5,12,60
1.7986095131691588,2.959623908072654,0.9331480377184822,stats101-5,12,60
3.0011832892108177,2.967311181826396,0.8727980593646667,stats101-5,12,60
2.125113632521846,1.8198753858731527,1.0202221238581408,stats101-5,12,60
2.006856773235887,1.8615825202192355,0.9066835783776281,stats101-5,12,60
1.8349261871886426,1.8523088371207574,1.0005359430377423,stats101-5,12,60
3.0482689628478923,1.8869724499415743,0.9037016078861191,stats101-5,12,60
2.0178107807356636,1.8384290664015701,0.9144749707343753,stats101-5,12,60
2.092833712964995,1.8498629761608472,1.069841700513762,stats101-5,12,60
2.6451262550611787,1.883705966596236,0.9431627751069075,stats101-5,12,60
2.0108208550987245,1.821495012041261,0.9522922165369798,stats101-5,12,60
2.0169997393572547,1.8256378786370466,0.8867301396069903,stats101-5,12,60
3.206098196341508,1.8436554375097254,0.9657752213332391,stats101-5,12,60
2.6618520748265695,1.8167887303748471,0.9894037775576778,stats101-5,12,60
1.8151047089907864,1.8693596934606802,0.9144860028435005,stats101-5,12,60
1.8177763586473314,3.004946690286622,0.9473435948903278,stats101-5,12,60
1.9648726140477888,2.911588555864923,0.9852769841530842,stats101-5,12,60
1.7633542984702888,1.8194169193400285,0.923623603653557,stats101-5,12,60
