FA2,FA,IRT,dataset,M,N
1.8893726843947696,1.712468416237642,0.5052656376753564,stats101-6,5,36
1.7497559232739401,1.697506027294785,0.539303834566604,stats101-6,5,36
1.8611156150319907,1.824486546177063,0.48800574347926684,stats101-6,5,36
1.4879208350128117,1.9027151870240682,0.45062475332642493,stats101-6,5,36
1.6706226285825863,1.6038308628424902,0.5781328864850371,stats101-6,5,36
1.7422180431950385,1.6333876909975902,0.4922633421206609,stats101-6,5,36
1.633961777482905,1.5934012163061881,0.489581280671325,stats101-6,5,36
1.5775983551534676,1.5939349481680587,0.5282622623899529,stats101-6,5,36
1.8143620561827978,1.6157558689338076,0.47124445097594214,stats101-6,5,36
2.0767021939186963,1.871489080817767,0.5776946542837973,stats101-6,5,36
1.6961274095049563,1.6112533750661844,0.4686392971665658,stats101-6,5,36
1.688913567807882,1.611044938630972,0.5397158995915842,stats101-6,5,36
1.7976782546937735,1.6929723440737963,0.527045405284929,stats101-6,5,36
1.7087459558516291,1.6004740027228113,0.46846120077639164,stats101-6,5,36
1.8749343665753897,1.6152849659125212,0.5379308102390126,stats101-6,5,36
1.6833739256773823,1.5619774062590848,0.514895290526389,stats101-6,5,36
1.912030693853028,1.5786711463895604,0.4653680692532264,stats101-6,5,36
1.7038513101724084,1.6049687804290507,0.6184569996512217,stats101-6,5,36
1.7597980715783903,1.609209085788712,0.5174224935856127,stats101-6,5,36
1.6907022742124618,1.6836324527453153,0.5644213411966148,stats101-6,5,36
1.7068907825048933,1.6285532812333419,0.49147372970204917,stats101-6,5,36
2.0885586551514805,1.6063959489284039,0.46600074827907423,stats101-6,5,36
1.9157643763760521,1.6326063642633963,0.49819876476776537,stats101-6,5,36
1.600838155021866,1.624709832086082,0.523857226811682,stats101-6,5,36
1.8409559696705053,1.5997786742216134,0.5226025555299404,stats101-6,5,36
2.0249402074530964,1.6396364914063555,0.46280249619311625,stats101-6,5,36
1.9255302380472954,1.5748467375227104,0.48570308391254613,stats101-6,5,36
1.7388523840317458,1.83582486619055,0.547954665902841,stats101-6,5,36
1.772942916241345,1.6005966327500518,0.4966418417450368,stats101-6,5,36
1.7760584161150854,1.8475104923577583,0.5088507721408336,stats101-6,5,36
1.8714291020476435,1.874902821292618,0.49121644637354855,stats101-6,5,36
1.722856755554182,1.8897342399159793,0.5401868983680604,stats101-6,5,36
1.872533953036783,1.7612888372488054,0.511611565017999,stats101-6,5,36
1.6070779055596418,1.5750758435743815,0.4991979145564406,stats101-6,5,36
1.801775071596519,1.7516839776288429,0.4858290403457027,stats101-6,5,36
1.6176366263344832,1.5536226550287926,0.43084930971241064,stats101-6,5,36
2.0252339770880594,1.8440789979515795,0.4718474346725545,stats101-6,5,36
1.6145870025308002,1.6197671080500968,0.4927290746739649,stats101-6,5,36
1.7067759312928132,1.5833368878493224,0.5759019586270225,stats101-6,5,36
1.8504552937712828,1.7134600134794997,0.5318800852604425,stats101-6,5,36
1.8101709299713715,1.6909811416179186,0.5235804616958187,stats101-6,5,36
2.062285001621837,1.657169515260894,0.5368574657144203,stats101-6,5,36
1.822668338382746,1.6201062253666336,0.5111852665560137,stats101-6,5,36
2.016616842170441,1.881299579943867,0.4952647469671426,stats101-6,5,36
2.0676283578718735,1.5809738353188618,0.4774706595539584,stats101-6,5,36
1.7354202608708997,1.6082088886929604,0.561319191738888,stats101-6,5,36
1.7552574896657154,1.6885059067624635,0.5228019743192125,stats101-6,5,36
1.7936723664155638,1.607036279537657,0.46995508909118744,stats101-6,5,36
1.782272462974856,1.876787154600788,0.4884067542749759,stats101-6,5,36
1.9536960402104766,1.5875792385956435,0.501682054448013,stats101-6,5,36
