FA2,FA,IRT,dataset,M,N
2.3053345337425517,2.063411201196546,1.7925494818787906,stats101-3,7,49
2.037520254338132,2.0761951072886995,1.8464756604745112,stats101-3,7,49
2.189883779402679,2.1912139729763354,1.6784307083397405,stats101-3,7,49
2.8458510762966185,2.2536622043393777,1.607298278323214,stats101-3,7,49
2.1824906523992817,2.0643647900638147,2.0470020010888144,stats101-3,7,49
2.1031588123549714,2.1596423808504275,1.7942614349274248,stats101-3,7,49
2.336919388303664,2.1141951386451825,2.590156371683551,stats101-3,7,49
1.9781545186612377,2.0773251568757893,1.6683844894989797,stats101-3,7,49
2.6730617221218855,2.266851684808192,1.72938673094951,stats101-3,7,49
2.385990755334636,2.3083445700695853,1.6030907780594277,stats101-3,7,49
2.1281811040180116,2.1545082194946996,1.7127883230355885,stats101-3,7,49
2.420054854185389,2.1294728710478563,1.7861472412789268,stats101-3,7,49
2.3017649523142882,2.051776340778621,1.8503750940376027,stats101-3,7,49
2.5849115062743984,2.0818837966342882,1.6408213016441504,stats101-3,7,49
2.307804642828608,2.051698480633604,1.5161318922806848,stats101-3,7,49
1.9829508867342254,2.0644232498954285,1.7878543169722416,stats101-3,7,49
2.0771646492269,2.0710746831182663,1.635806081666772,stats101-3,7,49
2.1350954693918194,2.0754632021090416,2.2691761196307394,stats101-3,7,49
2.659103354663876,2.121210425234126,4.403081095746458,stats101-3,7,49
2.683964438708217,2.18779369545428,1.6549154956344923,stats101-3,7,49
2.80022685615925,2.0742793438953564,1.8186243737055472,stats101-3,7,49
2.5786077513985193,2.0685336016960676,1.8999086082929686,stats101-3,7,49
2.154258949033224,2.228188351792843,1.7447832658215963,stats101-3,7,49
2.095669271529973,2.1692954377672944,1.757527509208813,stats101-3,7,49
2.2449682224666656,2.06772279943225,1.762524856499276,stats101-3,7,49
2.1760764366680743,2.0703454882916263,1.5428177650785804,stats101-3,7,49
2.59301459588876,2.321357860685695,1.5949836921837723,stats101-3,7,49
2.3159926643978093,2.049482144112096,1.5328563720785453,stats101-3,7,49
2.77967911412478,2.1392481667924077,1.6848107612864505,stats101-3,7,49
1.9074800671772072,2.0778394695943945,1.8739504429348774,stats101-3,7,49
2.106183038664119,2.2720825224474512,1.7265947247711007,stats101-3,7,49
2.524625401997783,2.080567369242317,1.6991307111003287,stats101-3,7,49
2.482740066735297,2.061101258581027,1.7124373123247372,stats101-3,7,49
2.026016363253339,2.063215844152972,1.731359726476936,stats101-3,7,49
1.9928439624099359,2.175561227956579,2.662570327141556,stats101-3,7,49
2.2586921494894745,2.0578738003144084,1.7824026303485228,stats101-3,7,49
2.068447421545823,2.0555625423684525,1.736215367292563,stats101-3,7,49
2.25360961136555,2.0537166929095365,1.6372773683174549,stats101-3,7,49
2.631665068267581,2.2401642806033006,1.7865244429394442,stats101-3,7,49
2.159995969976996,2.0534449644723907,1.6542745280982603,stats101-3,7,49
2.1396009485981975,2.0596506042045757,1.687545767030936,stats101-3,7,49
2.656739470984899,2.228152290600563,1.6746424129143236,stats101-3,7,49
2.1627179478922884,2.0888752007580935,1.7841507565944261,stats101-3,7,49
2.0321262416837738,2.080101588722814,1.780112944400465,stats101-3,7,49
2.7819575351745454,2.0525927083358035,1.6434631751808442,stats101-3,7,49
1.9941621159044103,2.0862209871813135,1.721722015627033,stats101-3,7,49
2.573744603987617,2.081076543442978,1.6416339906575992,stats101-3,7,49
3.826557194456007,2.0984467597465306,1.6724258315093676,stats101-3,7,49
1.993832596619404,2.093022121764352,1.7521562689099515,stats101-3,7,49
1.9396915478348689,2.27714783754649,1.9323573852699085,stats101-3,7,49
