LinearRegression,BayesianRidge,SVR,SVR,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor
0.7857742050774016,0.7851754123678529,0.7092033504485262,0.6821059567970035,0.6636559927040243,0.6626773997203859,0.6642219654225959,0.6711072970578964,0.681056091764633,0.6786549433964268
0.6419563635451199,0.6427558526232772,0.7155655110267578,0.8767951861821774,0.8341103136763383,0.8389134997347725,0.8265376416976973,0.9206150149864145,0.8707906337771899,0.9151436247526222
0.9856402466359379,0.9844841302060459,0.9230718857858381,0.8163104193869173,0.7918348098224519,0.71545053669017,0.7586749021523784,0.8182591285821771,0.837360955161875,0.8277977224457645
0.34014700553639954,0.3407026205443545,0.6428391087366923,0.277342949078267,0.16544974028052745,0.15720368883103528,0.15730132453537668,0.14837962819433995,0.16555040692795533,0.15985256868620565
0.6811978684928476,0.6807999639710104,0.5850033575928786,0.7028486167467681,0.9263539555159164,0.9093878791609349,0.9018844529235058,0.9262198707373389,0.7438944011620837,0.8317717397976573
0.9810739192611451,0.9826304144239572,0.7065592526699254,0.6934390744174219,0.6206774166097602,0.609309774274656,0.6042823145385171,0.6205875768746583,0.2751245724745906,0.2427531090020384
0.5454460524579691,0.5454954470234598,0.6686732406445659,0.8503756507509436,0.8589539199510554,0.8556669877683521,0.874122150843483,0.9671843739100725,0.8777329374241367,0.8268646177663794
0.41666482849275593,0.4172368555733638,0.5367912363740777,0.653383917508274,0.48308237728070574,0.46092680323029145,0.46845113433248725,0.5098363476503125,0.3952765449462662,0.42370277572143733
0.5679762524389538,0.5678233252227654,0.5120150917482442,0.46451701665361517,0.46337934938263087,0.47576875110857136,0.47050506245469165,0.45753552428436345,0.46114248616309494,0.4626930057863753
0.5845882287756524,0.5845591320021276,0.676125021333056,0.9808206198224402,0.9755340013351725,0.9756897926568093,0.9826955032599507,0.8778234648520977,0.9596045367638182,0.9896521528974049
0.35787831016716265,0.3580702422905783,0.4489013666838651,0.543747327995555,0.5805000389807323,0.5890805697220411,0.5707498128336208,0.5993693126619561,0.5851363565917427,0.5882551709584156
0.6794819811635009,0.6790821076673415,0.5796122986117825,0.7460055432839384,0.9570185909871292,0.9898210113666601,0.9755063134740672,0.9863945502325325,0.9660931211625094,0.9771686533078513
0.45857555518487836,0.4587158955005123,0.5742807109873558,0.9396355344395209,0.9660710355490034,0.9798033029835699,0.982896284430224,0.9994751694880508,0.9870985634798907,0.9948522322436483
0.6012750577338738,0.6010662864435887,0.5409295818140755,0.5859296441184313,0.5841113831611511,0.5905277529385377,0.5901030140372879,0.5925338516434699,0.580511948658278,0.5804115412700461
0.589954608915955,0.5898634533576915,0.6192742149079338,0.6809434416866218,0.676087657070926,0.6651428747531312,0.6727989831743111,0.6779186413861866,0.684448963950591,0.6938516083741939
0.7129161558155693,0.7138497767344347,0.8525211665408949,0.9972951192637519,0.9455935100831782,0.8893825923181758,0.8923494759370159,0.9026733785759148,0.916806448476335,0.9295257829552873
0.6914076715885845,0.6922859874459931,0.7915581198252316,0.9731617198620052,0.9637993408774119,0.9883883814267114,0.9504028436544568,0.9152479169778832,0.9833051118531774,0.9166430987733484
0.573510107147015,0.574461857983994,0.8924928431731813,0.4680539467972385,0.37141738697370613,0.3663600308106319,0.3798503873960948,0.3743157880824608,0.37888544276643354,0.3747857724711267
0.33596750687145865,0.3365356085965333,0.7078340340454422,0.3168477083031704,0.3057301799767224,0.29535304224374587,0.29681047642047115,0.30429673639255844,0.3088630630377254,0.30514803038576666
0.7621540904413187,0.7631298527059402,0.882073303750212,0.9324407759034473,0.8962280158162028,0.9593884246508662,0.9105548665234725,0.823055211530096,0.8784880467491821,0.825272793169743
0.734294241894587,0.7339825751837108,0.8179518735822978,0.977006018697606,0.9437496283336037,0.8776279112506078,0.8851095791054038,0.984974921218233,0.9563326079482286,0.9252652267936073
0.6516405721004666,0.6514967368999652,0.7384859868415566,0.9903894586634954,0.9176900589974465,0.936792483310518,0.9031647608635396,0.9281398157848104,0.989118792049374,0.969060396815326
0.1128031469797327,0.11298699943031786,0.21181772186672404,0.09325739510826536,0.0522267567974935,0.05070094271998723,0.05180645933376133,0.05042940963231929,0.05250820698230548,0.052108126578912096
0.8841814259350244,0.8830983270786069,0.6615479973773902,0.7748452225990485,0.6497758467619928,0.6378752697048711,0.6326121139661703,0.6496817951848185,0.37097064056359247,0.4480496321149714
0.7501811517311565,0.7497264186511562,0.723829598745412,0.6759938162277473,0.6670860933935048,0.6464870310342322,0.6471370971513621,0.6759049367057336,0.6851965270166278,0.6802372283559578
0.4108344958826889,0.41163927358829844,0.6836725904754892,0.3046451798117471,0.28951398585813787,0.2596264742250535,0.26626658846253676,0.26389877081683366,0.2835017475784363,0.28823251632906044
0.6796913940693767,0.6795141142895138,0.79037735243229,0.8863835835365114,0.9643736127581545,0.8223881119256903,0.7928671244453018,0.9515491299245801,0.8877127786037158,0.8507153550833452
0.6420836535326704,0.6417864949328439,0.5664986247076848,0.6849954356600462,0.9424337387159921,0.9510341162755827,0.9648699452666016,0.9951034995238538,0.9307192011355045,0.9533220954635748
0.2989570192698778,0.2994876427221057,0.7567451021570331,0.6466300779879981,0.6937617969238155,0.6418591438217222,0.6887495403568609,0.5926843646522817,0.8164747209518164,0.7470123013387929
0.41195382433763544,0.41212946381752685,0.5248590182556352,0.9324929429578468,0.8614762730126806,0.7617354233299743,0.7552488159909176,0.9172557739245342,0.873178071420965,0.8143200068606977
0.4797311968384996,0.4803968431769402,0.6293195441376901,0.9864366963661017,0.6401040173714432,0.6107469705740188,0.6207170187336307,0.6755541284076212,0.4043934914211494,0.5614218741132347
0.8392606489390647,0.8406033302929719,0.7510022041683945,0.9978983501743205,0.46950538108451256,0.4609064388582463,0.45710346595132795,0.46943742269270256,0.27408482312244026,0.3400410524983553
0.9609019658349586,0.9622160557329271,0.8424887734965448,0.7703046898003372,0.9435885331034563,0.9856196270439096,0.9704799573362849,0.9016137666530901,0.955086059940557,0.9375474099692732
0.36436512222648454,0.36505867267424924,0.7999844465935588,0.3640449276288244,0.3062037341729047,0.30694623806519766,0.29437973148722346,0.3139001839413381,0.31073338163222064,0.31209553616906055
0.452658973807896,0.4530396003027543,0.7518285880356627,0.23377579470111842,0.254529717854293,0.29776099772323633,0.2913742899777053,0.25842574091284826,0.2452906971652061,0.259633488598162
0.4100617829212141,0.4098417501459283,0.2405246524006143,0.13248465495547146,0.1268117163338231,0.130051085071351,0.1288964081065874,0.14482312897594082,0.13544640773760305,0.12924521403974784
0.24646191239834714,0.24668411511428195,0.35666056837337856,0.3463350592447047,0.3447434259409238,0.38580055082630765,0.3822479988976161,0.3689163380766267,0.3721791213414212,0.3664164341077379
0.5263989316581357,0.5264387926876386,0.6043866756648482,0.855878617942116,0.8749415796411019,0.9495031393150903,0.8991706086703188,0.7888042815999411,0.8373692853754061,0.8745119199382932
0.7601659332342764,0.7611027468868161,0.8358267122882317,0.9863544146545736,0.9542310215337609,0.9666675874643557,0.958879231709412,0.9682376902427762,0.9907737848623469,0.9736887876170878
0.6251188955430483,0.6248218229110145,0.5289117946548093,0.47409810540679065,0.4577288506984972,0.45797049278000196,0.4537535017530607,0.4601899814110739,0.45912622961586297,0.45958110794390594
0.3438856494671266,0.34412199798903936,0.5027248014862954,0.7573224626012918,0.7542871985356179,0.7364159062177044,0.7274487077179174,0.6765611682980102,0.815978120633891,0.82896160951564
0.4615320018636364,0.4616548933081055,0.5561073959716322,0.8859900597274448,0.8491000989975256,0.9314331405495876,0.879025718683372,0.8511144750320604,0.8371939628108479,0.8483432868179859
0.34021927109028416,0.34046462197233446,0.5156399763962799,0.6490825763474949,0.6952543472674653,0.5826408846740294,0.6073084743900772,0.6071248180222771,0.7036156441456826,0.7433300236364407
0.5730631322674368,0.5729141025097465,0.5259574286971345,0.527308809080579,0.5229495675008352,0.5192953531400901,0.5201120876070484,0.5233422998677901,0.5203972657146329,0.5206431357909365
