LinearRegression,BayesianRidge,SVR,SVR.1,SVR.2,SVR.3,SVR.4,SVR.5,SVR.6,SVR.7,SVR.8,SVR.9,SVR.10,SVR.11,SVR.12,SVR.13,SVR.14,SVR.15,SVR.16,SVR.17,SVR.18,SVR.19,KNeighborsRegressor,KNeighborsRegressor.1,KNeighborsRegressor.2,KNeighborsRegressor.3,KNeighborsRegressor.4,KNeighborsRegressor.5,KNeighborsRegressor.6,KNeighborsRegressor.7,KNeighborsRegressor.8,KNeighborsRegressor.9,KNeighborsRegressor.10,KNeighborsRegressor.11,KNeighborsRegressor.12,KNeighborsRegressor.13,DecisionTreeRegressor,DecisionTreeRegressor.1,DecisionTreeRegressor.2,DecisionTreeRegressor.3,DecisionTreeRegressor.4,DecisionTreeRegressor.5,DecisionTreeRegressor.6,DecisionTreeRegressor.7,DecisionTreeRegressor.8,DecisionTreeRegressor.9,DecisionTreeRegressor.10,DecisionTreeRegressor.11,DecisionTreeRegressor.12,DecisionTreeRegressor.13,RandomForestRegressor,RandomForestRegressor.1,RandomForestRegressor.2,RandomForestRegressor.3,RandomForestRegressor.4,RandomForestRegressor.5,RandomForestRegressor.6,RandomForestRegressor.7,RandomForestRegressor.8,RandomForestRegressor.9,RandomForestRegressor.10,RandomForestRegressor.11,RandomForestRegressor.12,RandomForestRegressor.13,RandomForestRegressor.14,RandomForestRegressor.15,RandomForestRegressor.16,RandomForestRegressor.17,RandomForestRegressor.18,RandomForestRegressor.19,AdaBoostRegressor,AdaBoostRegressor.1,AdaBoostRegressor.2,AdaBoostRegressor.3,AdaBoostRegressor.4,AdaBoostRegressor.5,AdaBoostRegressor.6,AdaBoostRegressor.7,AdaBoostRegressor.8,AdaBoostRegressor.9,AdaBoostRegressor.10,AdaBoostRegressor.11,MLPRegressor,MLPRegressor.1,MLPRegressor.2,MLPRegressor.3,MLPRegressor.4,MLPRegressor.5,MLPRegressor.6,MLPRegressor.7,MLPRegressor.8,MLPRegressor.9,MLPRegressor.10,MLPRegressor.11,MLPRegressor.12,MLPRegressor.13,MLPRegressor.14,MLPRegressor.15,Average,Optimal,Worst
0.43175606669144234,0.43730283851283086,0.4613291791402577,0.46164697768792545,0.4616470715390516,0.4613293899764934,0.46164725916685423,0.48498187246203905,0.48498165593976517,0.48498143961482604,0.4849812233087934,0.484981007252599,0.43377601419558837,0.43331056561024833,0.4329641830451627,0.4334855750684764,0.43372573804834336,0.08848025382967067,0.05794234375102619,0.0459882690029115,0.043715693332650886,0.042020972968017475,0.45679910185734907,0.41988584835277915,0.4366260208646334,0.48230715860386014,0.4733071077973391,0.44150723371702566,0.4409814241870488,0.42926367904419394,0.4274640360753502,0.42708492828847,0.4265220921156977,0.4278200600236997,0.4202512703314586,0.42414823476114005,0.4436055969166156,0.43107293267803987,0.4219819471398263,0.39228860634199103,0.3906499441090758,0.4157577066168224,0.4310781130831921,0.43818405850684383,0.466770378889324,0.4198496028664085,0.48330861258730096,0.4639597369841266,0.4472457824111391,0.4436748749919806,0.4194837770315565,0.4156627355503324,0.4085891722838366,0.4187331683721725,0.41727464177920776,0.41041144472307434,0.4122170321753191,0.4124606905706787,0.4198955556728472,0.4082803323530538,0.4308638740140812,0.41906088598471286,0.44095743042384256,0.4332489788973148,0.44728850492390154,0.4326313931755261,0.4703290453585871,0.47108387014916075,0.4719341792323844,0.4583187141866024,0.3706913733627901,0.35629796561149185,0.35120582381003085,0.36017489260224267,0.3662953031433288,0.34785680065779795,0.3278723827763682,0.3372159404866909,0.3538065863064937,0.3497360876789953,0.35597416650681,0.3267515703275065,0.42116287485865456,0.43700515367079956,0.4217671392750604,0.4150237872664528,0.4312306814756209,0.4205573052424806,0.41494127995567587,0.4212802748654429,0.45253054999344233,0.44631639703826825,0.44134502718109847,0.4453886123650614,0.4378814062149072,0.43654031066222265,0.43880811961860033,0.43380802056400947,0.5000508965528112,0.7087692572882663,0.02467110161655831
0.2887172925011485,0.2732890511105702,0.029045755796539684,0.028885359154179207,0.02888539990834018,0.02904592306531162,0.028885481430330446,0.30791561938184886,0.3079147491911594,0.30791388661439417,0.30791302829905304,0.30791217859976194,0.0745831780541699,0.0613097720478817,0.062077464374601356,0.06528319259403113,0.056371177990283336,0.0009364642283469412,0.0004482866259066276,0.00026328150987434525,0.00021209082386516344,0.00018415867202912104,0.007668880198208973,0.012792178987777647,0.015162345767461588,0.03612443396120799,0.03938425919120528,0.04483263259538337,0.020023432691855476,0.03619050644816038,0.03506016765210267,0.07220875288676276,0.0852216266678767,0.058480082097190564,0.038863457740550514,0.03916735989451687,0.04094931946555116,0.03428262906701222,0.08890987646097989,0.05199593962690167,0.07280313545504738,0.7049016423285867,0.05214050844629285,0.1946801630326079,0.02569284828268199,0.06809611845958827,0.11051252428328104,0.026791805048680988,0.058631548366253214,0.023563017076455643,0.054234671668906456,0.11568156026094027,0.13643864613218998,0.10164608363538333,0.11667964931191495,0.07818137878609621,0.07665119876431083,0.11708627339157389,0.07807191278762488,0.07424818041586136,0.06577975421977868,0.14810682507453182,0.04607779869986703,0.027670016403718058,0.036578634494448904,0.018457599801819425,0.03688344672604527,0.027724410771732644,0.03698317092621835,0.019863071906908985,0.015549660419127429,0.011217776750123174,0.009063210990016335,0.010492028862100539,0.03028045903986275,0.004539439320173349,0.0067130534695489675,0.005478258018983707,0.008861034058708618,0.00840301637149405,0.007968509374639,0.007829686316507834,0.14491398610992162,0.14907554035318407,0.13163199871121142,0.22429343526521023,0.2136603231880983,0.08178795031740974,0.13243476643615035,0.179426968774071,0.039572231755810795,0.06411538382124707,0.11834964888045776,0.16746273103488554,0.16059999600013858,0.1588323703446138,0.2752293897521009,0.2347288527053057,0.500051436713871,0.800737292234931,0.00018415867202912104
0.4101359809748487,0.4201585971691437,0.42939957987301935,0.42968534478718245,0.4296854831004137,0.4293999358627234,0.4296857596453398,0.4329007223951093,0.4328992228218461,0.4328977234451467,0.43289622409669076,0.43289472499432796,0.608853311059253,0.6083538865215882,0.6083358901143797,0.6080237627711792,0.6081328327184511,0.009754717465497064,0.004925938909336149,0.0032902292119806305,0.002472219255908307,0.0019799742883722248,0.5565579629476223,0.5945838265295458,0.6419649042776308,0.6770770470302273,0.7510241534247849,0.6988246552131285,0.6570407024190824,0.6489797641920629,0.639719128826397,0.6265252274525939,0.5988842865078491,0.6001826901230778,0.6037935646728712,0.5907261256893317,0.45321970972970027,0.4425468977319239,0.629288307971089,0.5760833712388211,0.7117864386766725,0.5265882015860904,0.5944298100236007,0.5072377472909229,0.5551253884559368,0.5827328245911474,0.5947269575205409,0.5947269575205409,0.5947269575205409,0.5947269575205409,0.6147370426374044,0.5614724795363847,0.5991736374494944,0.5752954086732344,0.5677358098674015,0.6013688418581256,0.6171738933851698,0.6295203552427189,0.6257797820106749,0.6810020554936487,0.6408322997167557,0.6359161594542888,0.6513315158708136,0.6028638505518986,0.6457487067650247,0.6465089416492703,0.5771500956965105,0.6759487902472692,0.6923281057558748,0.6410848841499536,0.5166043470160665,0.500907903388483,0.4801414154191218,0.5260449389832652,0.6072767091297282,0.5659090099277042,0.7362787649128194,0.6577608564120851,0.44350594161876106,0.41172977099227615,0.43595706679155405,0.46461335063334985,0.4848834674510513,0.4476232471266168,0.47808521428005335,0.48008348375874715,0.4470337417565463,0.48357524331181445,0.499646492234963,0.47731867835424147,0.45300959886783715,0.4402073254511502,0.4280982960683673,0.432497121297778,0.4230179783986733,0.4217557459198356,0.4207943692323758,0.4168477706853017,0.5000546731817558,0.9041571537265186,0.0019799742883722248
0.5318388149946721,0.5305637346127169,0.5067441489261153,0.5065477820308146,0.5065477525789708,0.5067441065661579,0.5065476937135213,0.505589294458529,0.5055893283319555,0.5055893620817401,0.5055893958198104,0.5055894294012984,0.5121781563885344,0.5125798628440487,0.5133656799994031,0.5134430783048687,0.513696458983055,0.09337138104656464,0.0529292138811824,0.03702780089752026,0.02796780197875866,0.02233654061592049,0.5341657383053667,0.5715984583543097,0.5892835602515865,0.5596418378075814,0.5321492214971716,0.5371735199357941,0.5549653559885024,0.5670102389303883,0.56160543020772,0.5548181723702502,0.5514541360404837,0.5547937488273945,0.5480977742806981,0.5518132216097491,0.5411836544406049,0.5487577620241606,0.5557361076073775,0.5245001071222845,0.5222636060395704,0.5127234616627458,0.5215633284405591,0.5043963963640679,0.5130457849985162,0.47650517897522365,0.4899196683740817,0.5210845981940245,0.5249770217105016,0.48103846811935647,0.5476518614058992,0.5318297420770812,0.5413397969033322,0.5344084086268692,0.5404838887598252,0.5359080212627803,0.5268538668443817,0.5423043307921107,0.5374635233250865,0.5345869199221908,0.5366619199321043,0.5328753471720032,0.5240444757894476,0.5375852960593935,0.5251701877355485,0.5317222778973605,0.5325652476849649,0.5380042770658509,0.5397293599652722,0.5513952237795009,0.6635845966438138,0.6349292222988463,0.6045751645833408,0.6618043109750664,0.7103881254316635,0.713660341946236,0.6769445368474027,0.7093808159833846,0.6373999426434995,0.6591812642576522,0.6850502506074371,0.7053745300842761,0.5214252789779306,0.5706031725047488,0.5433683988390301,0.535357805280575,0.5530347770768806,0.5506328361481513,0.5434316005191044,0.5477712952426792,0.5285774943199039,0.5293635039761965,0.5296824415382317,0.526899762300054,0.5311577940578153,0.5321182744431089,0.5286929242743129,0.533119339989326,0.5000495754240786,0.8171027679357857,0.02233654061592049
0.47937527816990866,0.4757868556288366,0.5223969689704153,0.522701369903294,0.5227013511738507,0.5223968357187825,0.5227013136732975,0.4916623291823239,0.4916623070104439,0.49166228504314696,0.4916622630952413,0.4916622414064231,0.5151769437712331,0.5199216601064287,0.5218517089659505,0.5220218775564794,0.521968956871579,0.020548276849642978,0.010744044217922716,0.007277430667671408,0.005474911354363084,0.0043818525059052035,0.5386073830501545,0.5024514194620452,0.4958126118704495,0.4888982307922586,0.4714256342674313,0.45590134861936427,0.460518823709299,0.44874008635283535,0.45235163095626846,0.44277592340279615,0.4498498233401693,0.45299045309291985,0.45072434597069966,0.450510502233931,0.3965102124787731,0.5086099189217336,0.46543352591994547,0.5473569420405124,0.4715006045758778,0.5136444465490728,0.4591663953116181,0.4748717581662,0.4990618020976588,0.47209732862678644,0.47612462509734643,0.47071640339541465,0.4483568761584782,0.4483568761584782,0.4749178925200342,0.46139483211562454,0.4677375499353656,0.4624386952602503,0.46383952624083247,0.47711382243552986,0.46055733118139475,0.47599669615352386,0.47385594268683773,0.48158878885379836,0.4618742803453298,0.46841799698714137,0.47935961980058484,0.46399822955165637,0.4942654828321902,0.4992133563653449,0.5206500832925754,0.5303301262806207,0.48083552658460366,0.5136980566307375,0.41598998815501237,0.39191269056492756,0.3999187059779451,0.3933303575615371,0.3333030250218862,0.31430911720636,0.3430433915680545,0.3236813655155636,0.38475379478122446,0.37548600409511096,0.37337200817273375,0.3591134728727816,0.5289326016199001,0.4490061716541833,0.4764728805709253,0.494350764671852,0.453217981389634,0.4771222126262196,0.46308089038202505,0.4684753267482999,0.4636105865796879,0.4688080262705315,0.472962469715936,0.4763054712631333,0.4733298590925631,0.4724968420059817,0.47934894166873904,0.47301583172731887,0.5000465260732031,0.7667431385518124,0.0043818525059052035
0.5161698999838333,0.5243784407660383,0.46128765844004427,0.4609936241427464,0.46099366636740724,0.461287862037817,0.4609937508503412,0.5085772830410815,0.5085772339747077,0.5085771846221151,0.5085771352424268,0.5085770855002509,0.5173650550073089,0.5180836808600257,0.5188423494347489,0.5189198607814384,0.5191544261265923,0.02022573929275802,0.01059812478857334,0.0072065107053949,0.005394948299706064,0.004297972007604419,0.46394311474834166,0.5004272331940247,0.520365610162501,0.5225146842210171,0.5600741521532512,0.5268056185456261,0.5098432475058484,0.5361628924867203,0.5335795616444611,0.540176525602414,0.540638523977658,0.5472793768474432,0.5265207181618912,0.5223182291803085,0.49353867598991463,0.5094712923306765,0.5329819262703218,0.4726081266292108,0.44785010682972415,0.4975227316623331,0.43594897022887136,0.43987751210705356,0.4271622346934433,0.40715858296573393,0.40099920854340854,0.42341047320792236,0.4254445528806287,0.42053344819740496,0.5186973419837688,0.5322655182343987,0.5215138912322621,0.5362462875816784,0.5335739883791978,0.4996876771455917,0.5246571875485495,0.5100289914690542,0.5135769632004841,0.5240443988624894,0.5449754730648999,0.5218186765127284,0.5069410858880488,0.5355734164303255,0.5140619622639321,0.5032011252689154,0.48046387511930017,0.4880305052728894,0.5004356885149105,0.5156027986716861,0.6397394815222515,0.7427042380509444,0.8160867038634734,0.7561716636938571,0.8067539495301304,0.633574983692698,0.9388117595955023,0.753952620191544,0.8215795840575575,0.8676237749421309,0.9042027804286269,0.9152676035650193,0.46190248388267435,0.5621756242987599,0.5089721794738161,0.4963288183619685,0.5451038057250093,0.5059439981794037,0.547317878479075,0.5286680842564685,0.5535184820618454,0.540367610018548,0.5312580739013545,0.5258960027790912,0.5292916955382163,0.5303250551679869,0.5183544272764105,0.5285242276893174,0.5000522693770586,0.9658460309220578,0.004297972007604419
0.44291586952966105,0.480611619793547,0.3343909473119658,0.33401151625770187,0.33401169176829465,0.33439158504748256,0.3340120428002151,0.4648534609164911,0.46485183042874906,0.46485019928609905,0.46484856809323816,0.46484693606750305,0.46612365890662166,0.49236784118396004,0.511966246075676,0.5114066475211605,0.5065140233379555,0.030134898583174873,0.030274610100266636,0.0158153741274365,0.012660252898345428,0.011944041705905878,0.3405622797879499,0.4115217861046867,0.2938394465850404,0.35897268127467746,0.4281360499646669,0.3882686157925673,0.40066788974680934,0.4388784834566894,0.43799228597251216,0.43582033193599273,0.4746930648291977,0.4945994660827543,0.47613887852788295,0.5468558109427184,0.39575474452747494,0.3802277146533194,0.44597608756885726,0.6103026196597279,0.569556707505112,0.4928609188835,0.6012392284803422,0.5144431623448054,0.6445456324552415,0.4525187556685976,0.3721681429926961,0.3931891841254501,0.3231574378306562,0.42850186014346037,0.5476406723725614,0.5098100457701449,0.4491698556273643,0.4907203960668591,0.4544210471833364,0.5165119624876469,0.5311319087350521,0.4964204345189297,0.3964104918295758,0.4670286625654362,0.45880362592551654,0.498588337089416,0.525927214491841,0.4232161835541146,0.38604050251022853,0.4546398069376634,0.4304638277440211,0.40106131576622195,0.41122960287634747,0.4317586972085429,0.7322850676575039,0.5242441730397853,0.41826356834433787,0.49070398943573607,0.3285530085449858,0.2078473151903219,0.3344915205729114,0.2502808075435061,0.5515801328845857,0.38553137746523486,0.3667634976509515,0.3561938686111905,0.6715798518374986,0.4458486538823447,0.38366451977227667,0.443073292583305,0.41121144193955217,0.37422550495323187,0.4289030301515946,0.4108675948813739,0.6521405062249983,0.5620774788912856,0.5191235995785505,0.5034126956456129,0.5016477539794643,0.5010454551170025,0.46291935747350726,0.48892654721997253,0.5000519146494135,0.933862749046735,0.010722448550783926
0.46267794646812455,0.4671928889126374,0.4721135749150581,0.472244235109466,0.47224429569431337,0.47211372962069625,0.4722444168273833,0.4766756562498548,0.4766750919626307,0.4766745277583909,0.4766739635632643,0.4766733994728446,0.5315698579317722,0.5318017007669364,0.5322672933477575,0.5327274704671583,0.5333450549939324,0.028260571555574848,0.014559514401392155,0.0097896095451232,0.007381347135093558,0.005923978789393837,0.5817857758417363,0.5409699237844474,0.5287346276689627,0.5261892453022884,0.539929245388082,0.5344943358477632,0.5363870605788487,0.5276524205264514,0.5238396309878087,0.5232199310940598,0.5182969428954298,0.5174164295943439,0.5173167715497433,0.5195794399717226,0.48066739292108107,0.47592404784570375,0.5213644041414734,0.506263033694392,0.529503808425982,0.5153666968115915,0.5369190956175175,0.5219664619715197,0.5254082631281211,0.5334197026655756,0.5346617289965118,0.5334786132162695,0.5353664819805868,0.5344781605052669,0.5155876716544052,0.5030035219983078,0.5128946159621023,0.5075693490299079,0.5076669050334066,0.5118079279420329,0.5140409010058278,0.5204161359813506,0.5429004407073671,0.5505359670006865,0.5325773232210473,0.5446024554571748,0.5530678926331292,0.576400954961778,0.5314370612671342,0.5698401743326811,0.5541953529914265,0.5423891228026992,0.5416394144437165,0.5477010007362976,0.49079758189809997,0.49965785323935596,0.48467181394809067,0.5098360950142529,0.5481094208440698,0.5019411250755148,0.5611027224715052,0.5337334526927051,0.4723398903069261,0.45995790086928273,0.46739326080364146,0.4822954489788246,0.48564891582952685,0.480956679100765,0.48820506544664893,0.4878232704500787,0.478429072959197,0.48944049906489695,0.4950740689698522,0.4889559914967048,0.4809626283329438,0.4756939074371001,0.4706301825633947,0.4726119637518808,0.46837458207151383,0.46778648974951437,0.4675082114272457,0.46562186371474307,0.5000464651718419,0.6765767796187474,0.005923978789393837
0.6149340178720453,0.7006459824358557,0.31837873851097886,0.31747328351006787,0.31747342142620505,0.318379392182201,0.3174736973598409,0.5564705463708093,0.556470054670076,0.556469560753386,0.5564690666287179,0.5564685696971465,0.6965072984093733,0.6508595190415931,0.6327889286212117,0.6326154515985601,0.6337635373283312,0.003262847849842183,0.0017037617332137894,0.0011560508574376116,0.0008656257492567944,0.0006899400675461323,0.2698064944122464,0.21583565739126645,0.2597549734671297,0.23586686986270394,0.25840241890178495,0.30096074436576525,0.3973103558401857,0.3525382486240993,0.3528267192691922,0.36352285158466724,0.34647244632184904,0.3565418908692268,0.31718699857884225,0.31579941109987664,0.30644335559775054,0.2804162862093376,0.37415943311648336,0.4409105801271645,0.41596040152562175,0.2877330778822639,0.3808802230116718,0.2743709700904703,0.33678093500376716,0.29028027329434536,0.2618680878877524,0.2986697801276258,0.2856559467848421,0.26123960683466707,0.652180541288406,0.6070798583580823,0.5394327788034764,0.6723761833294943,0.44185176679532506,0.38728868669793026,0.5204499763988213,0.5350743517413445,0.43535104331341234,0.44025520851649497,0.45204562354314676,0.44595211170150123,0.3709365342311008,0.3995714196059325,0.3583619314807971,0.3335130308036744,0.3396194191161224,0.30379866003649597,0.3334193205388933,0.30921108703453426,0.3784271694306788,0.24207023046551496,0.20430918309229215,0.22855148679327458,0.12637711466208174,0.09793620885589857,0.1525183542557526,0.11708855668345837,0.2093292468717239,0.18372181743319863,0.1727915345766162,0.1689123692166484,0.3356348052782598,0.7053476727076069,0.5492984898977372,0.4695829297404265,0.6914741472084616,0.5244313654068095,0.807188566113296,0.7190669057436452,0.8139268217511292,0.8962357485534429,0.7851641418330452,0.7202355470531224,0.7572031597611031,0.7682042811687947,0.6360138871775465,0.7445261609888336,0.5000523368235347,0.9619897193816431,0.0006899400675461323
0.5868718801497856,0.5821575433625545,0.5208369569830005,0.5203449063776329,0.5203448238597023,0.5208368236577997,0.5203446589220636,0.5134104268486923,0.5134105135514064,0.5134105999567521,0.5134106863339459,0.5134107723345408,0.545939228635888,0.5485333191176575,0.5514988224584496,0.5518493815634,0.5527108302844933,0.045844288926305904,0.029281066864179438,0.023059425197560057,0.01725113191084597,0.013308821644987593,0.5159314837785778,0.5602618013991905,0.5776145788449472,0.6108928694661074,0.553908769274552,0.5624118544855833,0.568355802679495,0.5983576728245679,0.6066905031139342,0.6299463652719262,0.6208295796961311,0.6284678170864754,0.6297254949570135,0.6315664213361377,0.6078044403419594,0.6435720982316085,0.6738087711376864,0.5669932401683566,0.5214613827650891,0.5491239043999785,0.5275138051268804,0.5616953979202839,0.6643432153907931,0.6087640027481565,0.5446882947713465,0.5236705739865694,0.6042260487314073,0.5427531454396216,0.6538209516627189,0.5987231069122302,0.6352454984761262,0.6040724107797668,0.6168261788441474,0.6066183976404064,0.5862483514165501,0.6404358950035293,0.619713244411974,0.6268576193331241,0.6264009214223779,0.5947927594026173,0.5995530203333383,0.6125528982034274,0.6065600817573278,0.6338291923994268,0.5929248554255732,0.6219197757599721,0.5791678934499285,0.5788795269933003,0.7776628108506595,0.8389399987145605,0.8215382014243844,0.7755877745342905,0.7656879858785434,0.7434611000377962,0.7799924025815057,0.7620094186812769,0.8333576479296649,0.8423058849945196,0.7909673226335926,0.7686066412306076,0.5640623188371274,0.7151652399204549,0.6208307318315904,0.604169881728145,0.6507883967288048,0.6465131595022894,0.6252209665986597,0.6394830114871792,0.5735355143745765,0.5769753391906336,0.5788915785588483,0.5710519579921879,0.5835021419314954,0.5863003108209404,0.5771103807808039,0.5895600396178822,0.500054601723321,0.9786240684211875,0.013308821644987593
