Models,Ability
LinearRegression,0.4831377095000001
BayesianRidge,0.46147528175000013
SVR,0.47943687949999997
SVR.1,0.6108790587499999
KNeighborsRegressor,0.5739277064999999
DecisionTreeRegressor,0.550385892
RandomForestRegressor,0.5700208932499999
AdaBoostRegressor,0.5837569225
MLPRegressor,0.5861269117500001
MLPRegressor.1,0.5684277234999999
Average,0.537756554
Optimal,0.6432141602500003
Worst,0.4346928589999998
