Models,Ability
LinearRegression,0.4938517169999999
BayesianRidge,0.48331791624999987
SVR,0.46598435899999996
SVR.1,0.5086549079999998
SVR.2,0.5181789022499999
SVR.3,0.50857941975
SVR.4,0.5272032380000001
SVR.5,0.50328554325
SVR.6,0.5287014722500001
SVR.7,0.4922141377499999
SVR.8,0.5140585124999999
SVR.9,0.5050241160000001
SVR.10,0.5245838685000003
SVR.11,0.49943385799999984
SVR.12,0.491159562
SVR.13,0.5126970607500001
SVR.14,0.47097006299999994
SVR.15,0.3113293842499999
SVR.16,0.27160419249999995
SVR.17,0.2828632205
SVR.18,0.25191106825000004
SVR.19,0.26218166649999997
KNeighborsRegressor,0.5042087802499998
KNeighborsRegressor.1,0.4980666815
KNeighborsRegressor.2,0.49216642074999994
KNeighborsRegressor.3,0.48596198425000015
KNeighborsRegressor.4,0.49647838225
KNeighborsRegressor.5,0.497685873
KNeighborsRegressor.6,0.48847492850000007
KNeighborsRegressor.7,0.51550201025
KNeighborsRegressor.8,0.48322261550000006
KNeighborsRegressor.9,0.51519241725
KNeighborsRegressor.10,0.48932020350000016
KNeighborsRegressor.11,0.51072989125
KNeighborsRegressor.12,0.5101380255000001
KNeighborsRegressor.13,0.4991049475000001
DecisionTreeRegressor,0.5013516852500002
DecisionTreeRegressor.1,0.51317909875
DecisionTreeRegressor.2,0.4852836485000001
DecisionTreeRegressor.3,0.5287627780000002
DecisionTreeRegressor.4,0.4915553137499999
DecisionTreeRegressor.5,0.5295538985000001
DecisionTreeRegressor.6,0.49209482399999993
DecisionTreeRegressor.7,0.5025308952499999
DecisionTreeRegressor.8,0.499338294
DecisionTreeRegressor.9,0.508565461
DecisionTreeRegressor.10,0.4987926722499999
DecisionTreeRegressor.11,0.46289003049999994
DecisionTreeRegressor.12,0.4608254744999999
DecisionTreeRegressor.13,0.4870380445000001
RandomForestRegressor,0.51785953725
RandomForestRegressor.1,0.5033876517500002
RandomForestRegressor.2,0.4996093287499999
RandomForestRegressor.3,0.51831076825
RandomForestRegressor.4,0.5415211032499998
RandomForestRegressor.5,0.51398213325
RandomForestRegressor.6,0.5002711489999998
RandomForestRegressor.7,0.511784571
RandomForestRegressor.8,0.5227236732499999
RandomForestRegressor.9,0.49915613924999996
RandomForestRegressor.10,0.505785471
RandomForestRegressor.11,0.51200178925
RandomForestRegressor.12,0.50270046
RandomForestRegressor.13,0.5185072352499998
RandomForestRegressor.14,0.47926984925000005
RandomForestRegressor.15,0.493736452
RandomForestRegressor.16,0.4941113705000001
RandomForestRegressor.17,0.49300368624999996
RandomForestRegressor.18,0.48767691675
RandomForestRegressor.19,0.50071171225
AdaBoostRegressor,0.4934417649999999
AdaBoostRegressor.1,0.5055698375
AdaBoostRegressor.2,0.44981650250000016
AdaBoostRegressor.3,0.48516230750000017
AdaBoostRegressor.4,0.52034238175
AdaBoostRegressor.5,0.47254086249999994
AdaBoostRegressor.6,0.5029452535000001
AdaBoostRegressor.7,0.47745407500000014
AdaBoostRegressor.8,0.47122529649999995
AdaBoostRegressor.9,0.5309352307500002
AdaBoostRegressor.10,0.48778396150000003
AdaBoostRegressor.11,0.500396739
MLPRegressor,0.5035555407500001
MLPRegressor.1,0.5476500575000001
MLPRegressor.2,0.5316732665
MLPRegressor.3,0.5266502529999999
MLPRegressor.4,0.46783645500000004
MLPRegressor.5,0.47813442100000014
MLPRegressor.6,0.5041174002499998
MLPRegressor.7,0.49251679049999997
MLPRegressor.8,0.49252503899999994
MLPRegressor.9,0.5068550437500001
MLPRegressor.10,0.4994962599999999
MLPRegressor.11,0.4786230057500001
MLPRegressor.12,0.48110939750000015
MLPRegressor.13,0.47741553649999996
MLPRegressor.14,0.5129243482499999
MLPRegressor.15,0.51551048875
Average,0.5408160670000002
Optimal,0.6431888367499999
Worst,0.26600861525
