Models,Ability
LinearRegression,0.49436530550000013
BayesianRidge,0.48297245525
SVR,0.46441729075
SVR.1,0.506892573
SVR.2,0.5185489752500001
SVR.3,0.5080554494999999
SVR.4,0.5270021492499999
SVR.5,0.5026415212500002
SVR.6,0.5276116044999999
SVR.7,0.49134454724999993
SVR.8,0.5136926300000001
SVR.9,0.5039584545
SVR.10,0.5238352199999998
SVR.11,0.49972264824999996
SVR.12,0.4914709224999999
SVR.13,0.5142847727500001
SVR.14,0.4708959062499999
SVR.15,0.31171978075
SVR.16,0.27237918399999994
SVR.17,0.281868794
SVR.18,0.25229963925
SVR.19,0.26276390800000005
KNeighborsRegressor,0.5056921225
KNeighborsRegressor.1,0.4984234582499999
KNeighborsRegressor.2,0.49382907100000006
KNeighborsRegressor.3,0.48997714475
KNeighborsRegressor.4,0.49755733825000004
KNeighborsRegressor.5,0.49847957575000007
KNeighborsRegressor.6,0.488982096
KNeighborsRegressor.7,0.5144725659999999
KNeighborsRegressor.8,0.4836660127500001
KNeighborsRegressor.9,0.5143050395
KNeighborsRegressor.10,0.484491181
KNeighborsRegressor.11,0.5084132277500001
KNeighborsRegressor.12,0.50833862925
KNeighborsRegressor.13,0.4984735939999999
DecisionTreeRegressor,0.50099381525
DecisionTreeRegressor.1,0.51490437175
DecisionTreeRegressor.2,0.4857523467499999
DecisionTreeRegressor.3,0.5281844302500001
DecisionTreeRegressor.4,0.49124171625000007
DecisionTreeRegressor.5,0.5309002737499999
DecisionTreeRegressor.6,0.4927830882500001
DecisionTreeRegressor.7,0.503914784
DecisionTreeRegressor.8,0.5009048307499999
DecisionTreeRegressor.9,0.5120979905000002
DecisionTreeRegressor.10,0.50018488825
DecisionTreeRegressor.11,0.4670644885
DecisionTreeRegressor.12,0.463025268
DecisionTreeRegressor.13,0.4920575260000001
RandomForestRegressor,0.5173888897500001
RandomForestRegressor.1,0.5013710465000003
RandomForestRegressor.2,0.49900452049999994
RandomForestRegressor.3,0.5177694852499999
RandomForestRegressor.4,0.5423334007500002
RandomForestRegressor.5,0.5140674439999998
RandomForestRegressor.6,0.49650256675
RandomForestRegressor.7,0.5133287845
RandomForestRegressor.8,0.52035834725
RandomForestRegressor.9,0.49920901425
RandomForestRegressor.10,0.5057467904999998
RandomForestRegressor.11,0.5126848395
RandomForestRegressor.12,0.50609331875
RandomForestRegressor.13,0.5231866195000001
RandomForestRegressor.14,0.4769283959999999
RandomForestRegressor.15,0.494409572
RandomForestRegressor.16,0.49681660299999997
RandomForestRegressor.17,0.4955810085
RandomForestRegressor.18,0.48799315075000005
RandomForestRegressor.19,0.49954145325
AdaBoostRegressor,0.4928426562500001
AdaBoostRegressor.1,0.50572466975
AdaBoostRegressor.2,0.4513318429999999
AdaBoostRegressor.3,0.48562045699999984
AdaBoostRegressor.4,0.5217904412500001
AdaBoostRegressor.5,0.47349002474999996
AdaBoostRegressor.6,0.5054469442499998
AdaBoostRegressor.7,0.4783593249999999
AdaBoostRegressor.8,0.47265602949999985
AdaBoostRegressor.9,0.5303034935000001
AdaBoostRegressor.10,0.4883247362499998
AdaBoostRegressor.11,0.5015215022499999
MLPRegressor,0.5034027790000001
MLPRegressor.1,0.5450439104999998
MLPRegressor.2,0.5320452672499999
MLPRegressor.3,0.526289668
MLPRegressor.4,0.4684626565
MLPRegressor.5,0.47774894075
MLPRegressor.6,0.5029544997500001
MLPRegressor.7,0.49298475075
MLPRegressor.8,0.49314088199999995
MLPRegressor.9,0.5058432844999999
MLPRegressor.10,0.499181028
MLPRegressor.11,0.47812055299999984
MLPRegressor.12,0.48085846725000003
MLPRegressor.13,0.47690282575
MLPRegressor.14,0.5112188667500001
MLPRegressor.15,0.5145735690000001
Average,0.541377005
Optimal,0.6440864437499999
Worst,0.26675388800000005
