Models,Ability
LinearRegression,0.5075584365000001
BayesianRidge,0.50256348225
SVR,0.5032653484999998
SVR.1,0.5673955754999999
KNeighborsRegressor,0.5221410745
DecisionTreeRegressor,0.5350711377499998
RandomForestRegressor,0.58856209575
AdaBoostRegressor,0.545011369
MLPRegressor,0.5589872454999999
MLPRegressor.1,0.5535942104999999
Average,0.4686713735
Optimal,0.6005522609999999
Worst,0.4308827084999999
