LinearRegression,BayesianRidge,SVR,SVR,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor,Average,Optimal,Worst
0.2773576699284682,0.2773055265502635,0.3075177475406776,0.6410589680561073,0.2048091709772123,0.24121844127332598,0.2311941083640189,0.19493577614113106,0.4020951191665198,0.33264485995961734,0.5000162699743809,0.6410589680561073,0.19493577614113106
0.4479731803390348,0.4479161855673238,0.4616120718706633,0.5522743015965386,0.6212407380502688,0.46212039338592886,0.4941867184430115,0.49344237619788256,0.4996906950025608,0.45365517287985513,0.5000565085312453,0.6212407380502688,0.4479161855673238
0.25214688332909235,0.25219791826843596,0.27301217020138613,0.38155260055457463,0.3998995542720825,0.44639103013314646,0.44393337514809356,0.24041467178411693,0.31293974683024595,0.3711669090635633,0.5000771626910978,0.5000771626910978,0.24041467178411693
0.43285978865710173,0.43389777930575396,0.43127336239564146,0.32681187128470096,0.5575004375984594,0.24387442572741191,0.38834359568371646,0.5438450650430245,0.3359580882400865,0.3086584342841165,0.5000498895664536,0.5575004375984594,0.24387442572741191
0.7351021758475805,0.7360211196572936,0.8054319577339611,0.9426158208278848,0.8280539469081579,0.805786686838124,0.7364709542492693,0.9192834056549242,0.5657578111271336,0.5420157499644802,0.5000012103116777,0.9426158208278848,0.5000012103116777
0.24470958017181185,0.244867881129995,0.2559368961039086,0.32239116113046923,0.26944927328446744,0.2660591045832596,0.25483698738103505,0.28237042969220627,0.2100550800100487,0.1999492677026256,0.500000903846908,0.500000903846908,0.1999492677026256
0.14211595153452347,0.14235408178764836,0.14218834641490002,0.11848608319792425,0.11398621902946772,0.07728628230616294,0.09759618402058609,0.10727567361692486,0.12004835213622701,0.1157954609009578,0.500035702934397,0.500035702934397,0.07728628230616294
0.3970024421222068,0.39766149638879816,0.42001695967532465,0.7085117770793384,0.7919410060574137,0.8838918283362728,0.8541400369265728,0.889232196848025,0.9951515152860203,0.31890784283180656,0.5000926194068431,0.9951515152860203,0.31890784283180656
0.2709349376374619,0.27108977820902297,0.2822439184868327,0.31325021454030966,0.2846909571708313,0.28134303671849153,0.2702208948584954,0.2974001853947225,0.23849095815228305,0.23408420399383525,0.5000228676779603,0.5000228676779603,0.23408420399383525
0.30614821708912876,0.3067080938182934,0.31937634147426824,0.37877172523919544,0.3759873617693521,0.3497942386831274,0.33426966292134813,0.3665123032416317,0.3767901478703292,0.3560157080477997,0.5000634363688872,0.5000634363688872,0.30614821708912876
0.7326857862920694,0.7340122734588164,0.7655043850158604,0.9256846825433651,0.8263259137125585,0.6555482886418138,0.697598886440088,0.9261365511324262,0.9209756680710391,0.8859135552362052,0.5000222075870693,0.9261365511324262,0.5000222075870693
0.11352568659360311,0.11364356401754168,0.12099705686446846,0.498048320854539,0.17837945948648715,0.1752640628838123,0.16516777202912133,0.1905427739315335,0.08542861848294854,0.11056870095048582,0.5000321669989659,0.5000321669989659,0.08542861848294854
0.26086248846725957,0.26120611947781325,0.2841597661312036,0.602924276558696,0.4135411403474678,0.40242057488653554,0.3678033772922895,0.459102343870847,0.18767189431110975,0.21220213881306987,0.5000848042089602,0.602924276558696,0.18767189431110975
0.09945523674539916,0.09955363451289224,0.11149901018307692,0.11610158792442804,0.06841031068107953,0.28791092258748713,0.14063714063714083,0.08991342196148955,0.10506928148233531,0.028310524644637104,0.500072886144227,0.500072886144227,0.028310524644637104
0.634799238087052,0.6347910218646239,0.6049783773088215,0.5056996896366457,0.7066017801114173,0.5179535320347337,0.8639317309950678,0.7263664425646905,0.5565344133539235,0.5556712207417069,0.5000095399277313,0.8639317309950678,0.5000095399277313
0.4796505927476116,0.48026810491269767,0.5238400012421902,0.7648326738494649,0.6438260328811847,0.6265128593040847,0.572618697823945,0.7147584893064455,0.355373729243799,0.3400415825168495,0.5000428702020986,0.7648326738494649,0.3400415825168495
0.31884485129753304,0.319234746359269,0.35017976423776037,0.36241659036752677,0.3214271833339812,0.31278366111951594,0.28587724907962736,0.35683988569660763,0.25251385813819976,0.27343664470588336,0.5000029169763646,0.5000029169763646,0.25251385813819976
0.2548014185767344,0.25526383484479803,0.26611830594949326,0.3202587979578784,0.27179352120094813,0.22498364944408109,0.2394153810462823,0.3178493251641715,0.31865210412432443,0.30431889817760455,0.5000480890146602,0.5000480890146602,0.22498364944408109
0.6520205765645356,0.6528034053805264,0.7174883010375506,0.6691924564138028,0.6054452174588986,0.5891641452344932,0.5384828110686691,0.6721491317338457,0.5289764196749691,0.5950716520064815,0.5000662434011701,0.7174883010375506,0.5000662434011701
0.901226018047979,0.9023820321743553,0.9846562544278895,0.6330419102019647,0.8670223388776355,0.8849737914967968,0.9541151908073406,0.80815140765568,0.6708875242840903,0.6314035620538732,0.5000118502623598,0.9846562544278895,0.5000118502623598
0.9717992739264326,0.9700237108584437,0.9430425418632946,0.8979106947022304,0.8638322321172078,0.6850438546531495,0.7310965232190615,0.8864649740207098,0.9032318495527923,0.8734002022298659,0.5000288884938909,0.9717992739264326,0.5000288884938909
0.3614644880990239,0.36173015192823865,0.3590530273483507,0.31531546453797693,0.31333123887318043,0.24937489581596928,0.28503381918643417,0.35933124743212913,0.32330232884108795,0.33327309472322836,0.5000397836625502,0.5000397836625502,0.24937489581596928
0.7243591670185544,0.7240257522317415,0.6917651657975229,0.6958765191044115,0.6841630126386383,0.4687315923817003,0.5568319649188281,0.6876328437841815,0.7236956369054592,0.6213337748428365,0.5000919531024656,0.7243591670185544,0.4687315923817003
0.4738675152437147,0.4737682357495427,0.4867309737360202,0.5857391848175015,0.5696592836219743,0.8487748851454824,0.5656405873273036,0.5287037998638371,0.5301581398603052,0.45465869024484384,0.5000993255015423,0.8487748851454824,0.45465869024484384
0.4813207240540774,0.4812439339783742,0.49097764896491464,0.561588363613767,0.5495449395080229,0.8838918283362728,0.5467819509223649,0.5208482914877507,0.5229090685416201,0.46575311073472236,0.5000044911298995,0.8838918283362728,0.46575311073472236
0.5020041952174477,0.5018611562320188,0.5132592864270169,0.6131735544624632,0.48696125688239916,0.5046504336921308,0.5152857066638211,0.586322255977845,0.5601927497869761,0.5005700009708686,0.5000761007923495,0.6131735544624632,0.48696125688239916
0.5744738223155148,0.575198826612367,0.6287827796109776,0.9849420262626021,0.6822068483034707,0.6638615733736762,0.6067545845792209,0.7573678468790452,0.43673145568160526,0.4038475380501971,0.5000371724066403,0.9849420262626021,0.4038475380501971
0.536831647723203,0.5378404225469221,0.5577050986249458,0.6295737445569737,0.6139848357203033,0.6975497702909648,0.6770717205499814,0.6342465276569081,0.6249511540601872,0.6496002883299958,0.5000392458186229,0.6975497702909648,0.5000392458186229
0.4662582430796782,0.4662352028626275,0.47409408867484043,0.5181929022241635,0.4571927145817427,0.5148612134610661,0.525570140795627,0.4966338551244211,0.49329114047822864,0.4749480350221519,0.5000754264973347,0.525570140795627,0.4571927145817427
0.5431395413931356,0.5441091749225083,0.5686552005027913,0.7100564904362096,0.782404406999352,0.7097295708406819,0.7353433835845897,0.7436503833419497,0.7059996394217959,0.711030988191589,0.5000918426432145,0.782404406999352,0.5000918426432145
0.20969620074926382,0.2100485269226243,0.22147899567946555,0.5429382081232547,0.37582301817224123,0.41945914168136383,0.40534015054679723,0.4219934635524215,0.43012698005369665,0.22760372563506823,0.5000950928594503,0.5429382081232547,0.20969620074926382
0.963201470184422,0.9625997368438245,0.8575641757499927,0.6703809867928939,0.6868806975822433,0.6868806975822433,0.5859678782755705,0.8290234596525631,0.7818979827003626,0.9385845624695333,0.5000577122586038,0.963201470184422,0.5000577122586038
0.040535135895640756,0.04058076801308849,0.04489882374696058,0.03927878896347489,0.031782301620274234,0.024849764495695967,0.026699706826748593,0.03231256599788811,0.03583259969844286,0.03358332377654541,0.50003571211593,0.50003571211593,0.024849764495695967
0.4805378926234188,0.4811798517759909,0.5226124918018217,0.5078971309560243,0.8587585992459867,0.8356656580937971,0.7637796636534901,0.9533708917130039,0.3396036515363791,0.4397007919083587,0.5000787549085859,0.9533708917130039,0.3396036515363791
0.21665353739530527,0.21686507342369948,0.2229332856470521,0.2735335677957429,0.2642493480690426,0.2518939393939394,0.2681958535509484,0.2786226886601848,0.2657047609221964,0.2602969450264922,0.5000251001383262,0.5000251001383262,0.21665353739530527
0.22176057240234812,0.22205108994222236,0.24171693337417718,0.7203126118243123,0.33677950950289554,0.32772314674735253,0.29953160378173765,0.37388362872564745,0.1606636615848253,0.17324544268967795,0.5000564074028834,0.7203126118243123,0.1606636615848253
0.48454214370894727,0.48536551889949564,0.5109506960668595,0.9433704754119433,0.7919410060574137,0.8838918283362728,0.8541400369265728,0.889232196848025,0.8504924293133176,0.5190865444253774,0.5000358578461525,0.9433704754119433,0.48454214370894727
0.6503385302706759,0.6514699420930236,0.683472190464059,0.952405311145817,0.8959705030287067,0.8959705030287067,0.9053892215568861,0.9940302567745253,0.9027352272127086,0.8677160161630191,0.5000656631073708,0.9940302567745253,0.5000656631073708
0.2660686837063777,0.266379536126452,0.2936123988628563,0.2569602066145111,0.2392690806864432,0.35265924551638833,0.32415302410186436,0.24605555600784823,0.22379842624404228,0.2399990184097908,0.5000240398912893,0.5000240398912893,0.22379842624404228
0.8004562449186874,0.8012655902759593,0.8956562669209182,0.9032416132633619,0.7985468264226079,0.4079229122055675,0.4795871270926865,0.8773362698446541,0.8201337437354163,0.6932668344689925,0.5000191592945735,0.9032416132633619,0.4079229122055675
0.2593448749136824,0.2596982728414508,0.2814030925201831,0.4918253375052751,0.5670644020366123,0.5518154311649016,0.5043469243133932,0.6295397741612461,0.17873708461970753,0.29025940347766116,0.5000918239086676,0.6295397741612461,0.17873708461970753
0.7263324712398685,0.7262544706868818,0.6750630716055633,0.531298101687633,0.7113829481548375,0.593899931459904,0.6078888752477329,0.8290234596525631,0.6031494599293103,0.5731244497030645,0.5000101803682949,0.8290234596525631,0.5000101803682949
0.6400973869209917,0.6404153094510716,0.5862783317661748,0.3973384548028271,0.3188503803888419,0.19272430002043736,0.27544105619815396,0.5155332651945524,0.4791345962336087,0.2529561481576782,0.5000505957907735,0.6404153094510716,0.19272430002043736
0.43323211496144665,0.4332436859026816,0.44334042654203487,0.48782208604194893,0.4744571356846994,0.46273122959738844,0.4585430945593499,0.4159133326563266,0.46191744148370234,0.4694858460534756,0.5000220852782963,0.5000220852782963,0.4159133326563266
0.615527038247146,0.6151672572201329,0.6176299965965479,0.6844829681543962,0.7110460863204097,0.8115458015267175,0.9773053720195347,0.6039720990642068,0.6726796182058336,0.71072816513004,0.5000038929963325,0.9773053720195347,0.5000038929963325
0.6235332589507658,0.6234460004934799,0.6024588103100567,0.5476117317418223,0.5417646800987684,0.41931471220174155,0.466165886161486,0.6138654839515045,0.5791110012808498,0.6549725588308031,0.5000036018818291,0.6549725588308031,0.41931471220174155
0.4438130468886115,0.4440846357726426,0.4318578583312965,0.3483746385911746,0.3794345347814991,0.5303210463733651,0.4597780145012199,0.37321019029318797,0.3805872448643555,0.34585818065575125,0.5000175221772106,0.5303210463733651,0.34585818065575125
0.32029207619736033,0.32032903273122254,0.33997960549993755,0.43837718723784463,0.3505672939737754,0.2609355246523388,0.31279362288970375,0.30003587263105774,0.3772406133939688,0.41177545817432526,0.5000866770354506,0.5000866770354506,0.2609355246523388
0.24943615975480418,0.2497727024649077,0.2709652080083163,0.49583144622189623,0.4903027711920402,0.47711800302571866,0.43607515080284126,0.5443210590160464,0.17408506141599964,0.2509796941849328,0.5000282478743977,0.5443210590160464,0.17408506141599964
0.5336068102889849,0.5342107535100635,0.5907353024578196,0.5150189182571753,0.36718455996989424,0.5246447317885035,0.4782131771185847,0.4327349524815209,0.4682997096520872,0.44823889573367304,0.5000950459170576,0.5907353024578196,0.36718455996989424
0.4289617741658945,0.42973074547081563,0.4488380662168801,0.5546369726276219,0.5738286066584465,0.8396481732070368,0.702055440316802,0.5733299600708386,0.5518640155301674,0.5481815062982468,0.5000581622292989,0.8396481732070368,0.4289617741658945
0.5142190901177004,0.5150859787137952,0.5428556082685391,0.8547143113549202,0.8959705030287067,0.9999,0.9663400085215167,0.9940302567745253,0.9956066530750936,0.3329153824237489,0.5000436614189768,0.9999,0.3329153824237489
0.5071573151162836,0.5070451087153386,0.5148465435921935,0.5820377006717802,0.6042843440264307,0.7416612164813604,0.7052238805970149,0.5759095337875203,0.5480420499869276,0.656240181264168,0.500058008883467,0.7416612164813604,0.500058008883467
0.3216630413524565,0.3218704412506026,0.3266636855245298,0.34758145856210193,0.33541383989145185,0.3089227693076731,0.3194348725017229,0.34775036090019057,0.34703932483702643,0.3430006672220486,0.5000516698385227,0.5000516698385227,0.3089227693076731
0.3429464304061606,0.3434058247087987,0.37285698303552983,0.505532950466933,0.6284737067122702,0.6115733736762482,0.5589643431218347,0.6977147462774056,0.2415332422558127,0.3217537494521785,0.5000758776253758,0.6977147462774056,0.2415332422558127
0.2456480094449227,0.24575452477716017,0.26145794921908605,0.2907948203742915,0.22005672004605834,0.3431992018623212,0.27522935779816504,0.24897609843241114,0.2662044534997951,0.2305414077870024,0.5000282496065973,0.5000282496065973,0.22005672004605834
0.7035466333943717,0.7041060644327388,0.8026234373240039,0.9136185309340902,0.5691443209519486,0.5459770114942532,0.5459770114942532,0.6619489479525414,0.8619206084711051,0.603596914496454,0.50003530503916,0.9136185309340902,0.50003530503916
0.7634913186228834,0.7625728420011061,0.7615606092109212,0.8713071229955096,0.9106166320950404,0.9243874425727413,0.9839038304808477,0.9705786726411807,0.8675665398150946,0.8731643859420054,0.5000894094302534,0.9839038304808477,0.5000894094302534
0.12638142706250818,0.12649677795722866,0.13544598681160147,0.13824681555571083,0.12678058545359602,0.12421830585559981,0.11601205251071851,0.136923377061004,0.10573412872440952,0.11281717185644306,0.500094645651315,0.500094645651315,0.10573412872440952
0.5358240311733052,0.5367201007796194,0.5663043904443277,0.7197875385995689,0.9999,0.9057729007633587,0.9321222535902787,0.9013797422243688,0.8669355575323919,0.3448792929428636,0.5000892558227487,0.9999,0.3448792929428636
0.6605604427044107,0.6617123113498269,0.693980850210798,0.9526329518128042,0.8959705030287067,0.8959705030287067,0.9053892215568861,0.9940302567745253,0.9114210923079863,0.8684871380877953,0.5000419447993957,0.9940302567745253,0.5000419447993957
0.8667036639116845,0.8642791534910944,0.9485634437020719,0.5011130744859059,0.9345213427268956,0.7098635886673665,0.4807248179072664,0.744133463700808,0.6331621827697405,0.6374447757634493,0.5000780365503007,0.9485634437020719,0.4807248179072664
0.6963167380773793,0.6955557069965455,0.7060354968007857,0.9252631317288476,0.9505425709515856,0.6975497702909648,0.9238882409614119,0.6662062241001053,0.8564814872218983,0.7467701613945121,0.5000476335733302,0.9505425709515856,0.5000476335733302
0.6941580930018019,0.6936297013752,0.6860135979518657,0.6768072340818256,0.6668897664145639,0.7161132672128792,0.6887398907859266,0.6785501472666292,0.6786517334595402,0.6731943461259159,0.5000497539852146,0.7161132672128792,0.5000497539852146
0.13679057317730564,0.13697451241500327,0.14865520874058788,0.5000561189891449,0.26001787865832326,0.25302571860816947,0.2312598302711858,0.28866491358044793,0.09587544799392168,0.13310602381102044,0.5000204680109057,0.5000561189891449,0.09587544799392168
