Models,Ability
LinearRegression,0.6272605700000005
BayesianRidge,0.6014419999999998
SVR,0.6073628699999996
SVR.1,0.6883057400000003
KNeighborsRegressor,0.6366305399999996
DecisionTreeRegressor,0.7276334999999997
RandomForestRegressor,0.6790437999999995
AdaBoostRegressor,0.6998400700000004
MLPRegressor,0.6979911299999993
MLPRegressor.1,0.6228140999999996
Average,0.6521946000000004
Optimal,0.7202382999999994
Worst,0.5803057600000006
