Models,Ability
LinearRegression,0.49486444175000005
BayesianRidge,0.48238889200000007
SVR,0.4664301964999999
SVR.1,0.5067967687499999
SVR.2,0.51971350375
SVR.3,0.5076621285
SVR.4,0.526270187
SVR.5,0.5014337574999999
SVR.6,0.527203442
SVR.7,0.49360166874999994
SVR.8,0.5140585485
SVR.9,0.50337923625
SVR.10,0.5268033369999999
SVR.11,0.5011134672499999
SVR.12,0.49493870925000005
SVR.13,0.5154232615
SVR.14,0.4744198477500001
SVR.15,0.3102385287500001
SVR.16,0.27079555475
SVR.17,0.27825604250000013
SVR.18,0.25049938549999995
SVR.19,0.26125575875
KNeighborsRegressor,0.5034858102499998
KNeighborsRegressor.1,0.4927290125
KNeighborsRegressor.2,0.48966805575000005
KNeighborsRegressor.3,0.48780149
KNeighborsRegressor.4,0.49759476499999983
KNeighborsRegressor.5,0.5005721980000001
KNeighborsRegressor.6,0.48967598799999995
KNeighborsRegressor.7,0.5146765514999999
KNeighborsRegressor.8,0.4846302125000001
KNeighborsRegressor.9,0.5163291112499999
KNeighborsRegressor.10,0.4829251695
KNeighborsRegressor.11,0.5085830722500002
KNeighborsRegressor.12,0.5093332645
KNeighborsRegressor.13,0.49634621700000003
DecisionTreeRegressor,0.50133226775
DecisionTreeRegressor.1,0.5095279669999998
DecisionTreeRegressor.2,0.48226432524999996
DecisionTreeRegressor.3,0.5250186742500002
DecisionTreeRegressor.4,0.49437850700000013
DecisionTreeRegressor.5,0.529254872
DecisionTreeRegressor.6,0.49379157050000017
DecisionTreeRegressor.7,0.502992051
DecisionTreeRegressor.8,0.5037911287499999
DecisionTreeRegressor.9,0.529239191
DecisionTreeRegressor.10,0.5029073612499999
DecisionTreeRegressor.11,0.46585246275000014
DecisionTreeRegressor.12,0.4606967055
DecisionTreeRegressor.13,0.48349984799999995
RandomForestRegressor,0.5179447885
RandomForestRegressor.1,0.49599909124999986
RandomForestRegressor.2,0.49833905749999985
RandomForestRegressor.3,0.5164563750000002
RandomForestRegressor.4,0.5355490297500001
RandomForestRegressor.5,0.5113274345000001
RandomForestRegressor.6,0.4910198889999998
RandomForestRegressor.7,0.5111101557499999
RandomForestRegressor.8,0.51616161675
RandomForestRegressor.9,0.49783191825000006
RandomForestRegressor.10,0.5017261537500001
RandomForestRegressor.11,0.5087177769999999
RandomForestRegressor.12,0.5040945395000002
RandomForestRegressor.13,0.5183793525
RandomForestRegressor.14,0.4736457019999998
RandomForestRegressor.15,0.49194823150000017
RandomForestRegressor.16,0.49516337900000007
RandomForestRegressor.17,0.4942685642500001
RandomForestRegressor.18,0.48790538549999984
RandomForestRegressor.19,0.49313152224999995
AdaBoostRegressor,0.49225752775
AdaBoostRegressor.1,0.50483374225
AdaBoostRegressor.2,0.45084824124999995
AdaBoostRegressor.3,0.48727569925
AdaBoostRegressor.4,0.5186926150000001
AdaBoostRegressor.5,0.46764236600000003
AdaBoostRegressor.6,0.5022900677500001
AdaBoostRegressor.7,0.47494568
AdaBoostRegressor.8,0.47496498475
AdaBoostRegressor.9,0.5233227257499999
AdaBoostRegressor.10,0.48684402675000005
AdaBoostRegressor.11,0.5022051597499999
MLPRegressor,0.5007512020000001
MLPRegressor.1,0.54467524925
MLPRegressor.2,0.533622795
MLPRegressor.3,0.5258458905
MLPRegressor.4,0.46917511999999995
MLPRegressor.5,0.47864605550000017
MLPRegressor.6,0.5035554450000002
MLPRegressor.7,0.49418108
MLPRegressor.8,0.492232664
MLPRegressor.9,0.5066688312500001
MLPRegressor.10,0.4996326544999999
MLPRegressor.11,0.47883498450000017
MLPRegressor.12,0.48177385949999996
MLPRegressor.13,0.47753818274999993
MLPRegressor.14,0.5098002472500001
MLPRegressor.15,0.5171575842499999
Average,0.5422516152500001
Optimal,0.64344010275
Worst,0.26564776625000003
